ID	Location	Latitude	Longitude	Species	Captive	colour	relatedness	newgroup	oldgroup
MW404	Finland	66.83265	28.67011	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1029	Finland	66.84249	28.91923	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1016	Finland	66.87593	28.95791	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W82	Finland	67.31318	29.3362	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW996	Finland	67.4701512	29.6006718	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W10	Finland	67.53171	29.61319	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W81	Finland	67.65116	27.95489	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W77	Finland	67.66502	28.50351	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W88	Finland	67.75952	29.48339	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W80	Finland	67.7943	29.50003	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W75	Finland	67.97393	27.57423	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W79	Finland	68.05804	29.20357	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW986	Finland	68.1120395	25.899859	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1053	Finland	68.1238972	28.807709	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W11	Finland	68.1496	28.74481	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1052_merged	Finland	68.36915602	28.01936945	Canis lupus	wild	#643B80	unrelated	KAR	KAR
W101	Finland	68.40573	27.9387	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1035	Finland	68.40985	28.23673	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1037	Finland	69.0947	27.92322	Canis lupus	wild	#643B80	unrelated	KAR	KAR
D-05-18	Norway	69.6304287	29.6547394	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW482	Russia	60.97868	32.97086	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW552	Russia	61.419537	35.262143	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW553	Russia	61.419537	35.262143	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW554	Russia	61.419537	35.262143	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V132	Russia	61.419537	35.262143	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW499	Russia	61.52401	40	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW504	Russia	61.52401	40	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V116	Russia	61.662461	37.212984	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW483	Russia	61.80423	36.52604	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW484	Russia	61.80423	36.52604	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V115	Russia	61.810496	36.219553	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V114	Russia	61.843127	36.495927	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V117	Russia	62.153229	36.696085	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V142	Russia	62.253721	34.37686	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V136	Russia	62.295949	34.405013	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V113	Russia	62.3659	34.215968	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW555	Russia	62.45033	33.238877	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V134	Russia	62.487814	33.71803	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V143	Russia	62.57127	33.978121	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW472	Russia	62.91318	34.46192	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW464	Russia	63.15587	32.99055	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW466	Russia	63.15587	32.99055	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW476	Russia	63.15587	32.99055	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW485	Russia	63.15587	32.99055	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW490	Russia	63.91905	38.08377	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW495	Russia	63.91905	38.08377	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V120	Russia	64.260856	32.024328	Canis lupus	wild	#643B80	unrelated	KAR	KAR
V126	Russia	64.260856	32.024328	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW469	Russia	64.7	43.39103	Canis lupus	wild	#643B80	unrelated	KAR	KAR
D-77-01	Sweden	67.3349132	20.1703108	Canis lupus	wild	#643B80	unrelated	KAR	KAR
AW440_merge	Sweden	67.785978	21.640018	Canis lupus	wild	#643B80	unrelated	KAR	KAR
MW1110	Belarus	51.65	27.5	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW1107	Belarus	55.67	29	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW855	Estonia	57.60104	27.22926	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW852	Estonia	57.60886	26.83421	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW853	Estonia	57.7321	27.28346	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW862	Estonia	57.92663	27.33287	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW826	Estonia	58.0639	24.77399	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW836	Estonia	58.10514	26.13706	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW839	Estonia	58.13212	26.81311	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW846	Estonia	58.14976	25.045	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW727A	Estonia	58.21048	27.25667	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW856	Estonia	58.25495	22.49189	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW857	Estonia	58.25495	22.49189	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW835	Estonia	58.3316	22.25549	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW844	Estonia	58.3617	26.89136	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW858	Estonia	58.55935	23.08216	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW730A	Estonia	58.5792	25.18318	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW731A	Estonia	58.6001	27.13331	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW828	Estonia	58.60342	26.21017	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW729A	Estonia	58.68466	26.58329	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW840	Estonia	58.70525	22.59625	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW848	Estonia	58.73477	25.78077	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW841	Estonia	58.80506	25.42214	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW859	Estonia	58.81528	26.28567	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW854	Estonia	58.92395	22.59194	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW850	Estonia	58.9574	24.22799	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW834	Estonia	58.98892	26.24269	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW842	Estonia	58.98892	26.24269	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW843	Estonia	58.98892	26.24269	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW728A	Estonia	59.12216	25.02187	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW833	Estonia	59.18324	25.46497	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW725A	Estonia	59.19153	26.20508	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW865	Estonia	59.19631	25.54195	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW726A	Estonia	59.31418	26.37123	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW867	Estonia	59.36186	27.18939	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW830	Estonia	59.45635	26.00972	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW1142	Latvia	56.53	26.97	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW821	Latvia	56.5501	26.92296	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW792	Latvia	56.58834	26.68068	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW720A	Latvia	56.63119	24.75658	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW793	Latvia	56.66865	26.56162	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW797	Latvia	56.71255	26.4029	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW716A	Latvia	56.79746	27.7513	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW794	Latvia	56.86696	25.87458	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW824	Latvia	56.99705	26.43065	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW816	Latvia	57.09259	25.46923	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW1141	Latvia	57.25	26.5	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW1150	Latvia	57.27	27.12	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW818	Latvia	57.29179	27.10834	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW717A	Latvia	57.4337	26.59737	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW810	Latvia	57.4668	26.23402	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW823	Latvia	57.49908	27.00554	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW805	Latvia	57.58732	25.06566	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW809	Latvia	57.60859	24.60747	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW806	Latvia	57.70238	24.7483	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW819	Latvia	57.76245	24.88793	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW803	Latvia	57.76941	24.53916	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW789	Latvia	57.86075	24.97655	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW043	Lithuania	55.029921	25.206769	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW721A	Lithuania	55.0431	24.95698	Canis lupus	wild	#26532B	unrelated	NBAL	NBAL
MW119_merged	Portugal	41.80611	-6.75673	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
IberianWolf	Portugal	39.9198068	-6.2136645	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7490	Spain	43.08548	-8.40651	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7617	Spain	41.99298	-8.40548	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW109_merged	Spain	42.57505	-8.13385	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW117_merged	Spain	42.57505	-8.13385	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW121_merged	Spain	42.57505	-8.13385	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW122_merged	Spain	42.57505	-8.13385	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW123_merged	Spain	42.57505	-8.13385	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7497	Spain	42.87449	-7.86847	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7494	Spain	42.08268	-7.83377	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7496	Spain	43.01228	-7.5565	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA560	Spain	42.03561	-6.85479	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7562	Spain	40.98653	-6.79625	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7604	Spain	43.35659	-6.61706	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA570	Spain	41.85661	-6.18005	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA568	Spain	41.88012	-6.01801	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7487	Spain	41.41645	-5.87794	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW113_merged	Spain	43.36139	-5.85932	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW124_merged	Spain	43.36139	-5.85932	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA609	Spain	41.21062	-5.68397	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA600	Spain	41.22896	-5.66163	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7605	Spain	43.14041	-5.61106	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA562	Spain	41.58405	-5.33771	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA564	Spain	42.31441	-5.30196	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7609	Spain	43.14942	-5.25492	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA566	Spain	42.34044	-4.8335	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7587	Spain	42.10941	-4.63857	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA556	Spain	42.88575	-4.5735	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA558	Spain	42.13998	-4.47934	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW126_merged	Spain	41.83568	-4.39763	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW127_merged	Spain	41.83568	-4.39763	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7599	Spain	43.20649	-4.28751	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA605	Spain	40.78776	-4.16916	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7601	Spain	43.03226	-4.01689	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
CVA554	Spain	41.25967	-3.54604	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7489	Spain	43.09308	-3.42864	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7484	Spain	43.22399	-3.36416	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7481	Spain	41.20003	-2.94315	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
JAL7613	Spain	41.97658	-3.06555	Canis lupus	wild	#2B3A68	unrelated	NWIB	NWIB
MW1103	Belarus	52.58	23.85	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1101	Belarus	52.86	24.14	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1102	Belarus	52.94	24.06	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1108	Belarus	54.3	29.67	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1106	Belarus	55.67	30.5	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW713A	Latvia	56.16369	21.15948	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW787	Latvia	56.3113	25.50704	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW785	Latvia	56.31339	26.51155	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW815	Latvia	56.3136	24.4405	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW820	Latvia	56.44887	21.57967	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1143	Latvia	56.45	23.04	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW795	Latvia	56.45032	26.2288	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW784	Latvia	56.54676	22.62796	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW825	Latvia	56.55936	25.63925	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW801	Latvia	56.59535	24.19895	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW786	Latvia	56.60623	24.52218	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW800	Latvia	56.67453	22.00497	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW714A	Latvia	56.71573	21.6053	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW813	Latvia	56.84919	22.71962	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW822	Latvia	56.88665	21.19518	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW790	Latvia	56.90309	22.81014	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1144	Latvia	56.97	21.52	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1145	Latvia	56.97	21.52	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1149	Latvia	56.97	23.44	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW802	Latvia	57.03406	22.78018	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW799	Latvia	57.05759	22.49862	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW719A	Latvia	57.06998	22.24288	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW715A	Latvia	57.08066	27.12569	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1152	Latvia	57.16	22.55	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW798	Latvia	57.22462	21.67758	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW808	Latvia	57.32734	27.53034	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW804	Latvia	57.33077	23.10214	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1146	Latvia	57.36	25.92	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW814	Latvia	57.50484	27.19197	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW788	Latvia	57.50763	22.35196	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW812	Latvia	57.51502	22.02315	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW796	Latvia	57.54032	24.71344	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW040	Lithuania	53.996045	23.803762	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW015	Lithuania	54.054096	24.528943	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW017	Lithuania	54.426991	23.840195	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW041	Lithuania	54.451083	23.549764	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW367	Lithuania	54.65194	23.03515	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW368	Lithuania	54.65194	23.03515	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW369	Lithuania	54.65194	23.03515	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW033	Lithuania	54.844232	23.566109	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW366	Lithuania	54.85886	24.42779	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1147	Lithuania	54.89	25.4	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW029	Lithuania	54.960751	24.372238	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW027	Lithuania	54.97959	24.739058	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW026	Lithuania	54.98302	24.689207	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW042	Lithuania	55.029921	25.206769	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW724A	Lithuania	55.16943	23.88127	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW036	Lithuania	55.206593	22.58431	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW373	Lithuania	55.33468	26.16591	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW031	Lithuania	55.370458	22.608719	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW012	Lithuania	55.70708	22.310879	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW014	Lithuania	55.776516	23.301206	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW028	Lithuania	55.780094	25.007696	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW722A	Lithuania	55.83883	24.98014	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW372	Lithuania	55.91078	21.8454	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW013	Lithuania	55.963611	22.714514	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW018	Lithuania	56.142613	21.350396	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW020	Lithuania	56.152023	23.224096	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW022	Lithuania	56.213542	24.925611	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW370	Lithuania	56.2455	22.74711	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW297	Poland	50.5353	22.8904	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1163	Poland	52.79	23.85	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW707A	Ukraine	47.5	32.25	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW900	Ukraine	47.5	32.25	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW888	Ukraine	48.0112	37.7927	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW910	Ukraine	48.37943	31.16557	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW695A	Ukraine	48.4833	28.9	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW885	Ukraine	50.5301	30.4224	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW1175	Ukraine	50.83	27.17	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW912	Ukraine	50.95	28.9333	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW914	Ukraine	50.95	28.9333	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
MW896	Ukraine	51.2333	31.4667	Canis lupus	wild	#F58A07	unrelated	SBAL	SBAL
W9	Finland	65.68754	30.07733	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW1045	Finland	67.59133	29.32968	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
W99	Finland	67.88802	29.51268	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW151_merged_Canfam31	Norway	58.62437	7.43113	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW1236	Norway	60.472	8.4689	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW162_merged_Canfam31	Norway	59.433139	10.705307	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
AW108_merged	Norway	61.603813	10.776709	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
AW033_merge	Norway	62.293914	10.967767	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW156_merged_Canfam31	Norway	59.767993	11.07334	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW163_merged_Canfam31	Norway	59.469166	11.162215	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
AW098_merged	Norway	61.891637	11.316031	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW164_merged_Canfam31	Norway	61.471177	11.323356	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-09-05	Norway	61.6283885	11.3336976	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-07-24	Norway	60.9971681	11.3752095	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW011_merged_Canfam31	Norway	61.444915	11.383014	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW145_merged	Norway	59.95454	11.763735	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW166_merged_Canfam31	Norway	61.361111	11.995	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW165_merged_Canfam31	Norway	61.386919	12.034568	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
MW152_merged_Canfam31	Norway	60.449007	12.127128	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-92-06	Norway	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-11-58	Sweden	58.8475349	11.6791043	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G58-15	Sweden	59.6403173	13.5828845	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-08-21	Sweden	59.6799085	16.0181417	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-05-23	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-06-14	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-06-16	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-08-19	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-08-20	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-10-44	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-10-50	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-84-03	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-89-01	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-89-03	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-91-01	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-92-05	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-93-01	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-93-02	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G106-13	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G110-11	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G174-13	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G175-13	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G24-14	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G32-15	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-00-09	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-01-06	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-01-10	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-03-06	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-03-07	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-05-07	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-98-01	Sweden	60.1282	18.6435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-07-09	Sweden	60.201993	14.1897029	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
