ID	Location	Latitude	Longitude	Species	Captive	colour	relatedness	newgroup	oldgroup
D-08-08	Sweden	60.3083792	14.9471122	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
M-07-06	Sweden	60.3876967	13.5295308	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-10-23	Sweden	60.7258396	14.8041358	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-07-17	Sweden	60.8159705	13.548185	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
D-10-30	Sweden	61.034411	16.0361435	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G87-12	Sweden	61.8467975	12.4174112	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G126-13	Sweden	62.0913261	13.0278821	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G34-10	Sweden	62.1750636	15.3580596	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
G100-12	Sweden	62.2924088	14.4517582	Canis lupus	wild	#C96480	unrelated	SCAN	SCAN
IndiaWolf	India	20.7504232	73.7273399	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW171	Israel	29.51	34.92	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW176	Israel	31.153	35.364	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW175	Israel	31.201	35.353	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW174	Israel	32.642	35.519	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW172	Israel	32.84	35.81	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW169	Israel	33.044	35.838	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW167	Israel	33.2	35.66	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW170	Israel	33.27	36.62	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW378	Turkiye	40.192723	42.294624	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW383	Turkiye	40.192723	42.294624	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW386	Turkiye	40.192723	42.294624	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW387	Turkiye	40.192723	42.294624	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW389	Turkiye	40.192723	42.294624	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW395	Turkiye	40.243423	42.493924	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW398	Turkiye	40.244238	42.466792	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW397	Turkiye	40.245707	42.492401	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW390	Turkiye	40.265505	42.614991	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW393	Turkiye	40.270073	42.680474	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW399	Turkiye	40.270616	42.626751	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW388	Turkiye	40.271596	42.616514	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW379	Turkiye	40.276919	42.583303	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW381	Turkiye	40.277573	42.711946	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW396	Turkiye	40.277687	42.581488	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW377	Turkiye	40.280274	42.595819	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW394	Turkiye	40.28454	42.575397	Canis lupus	wild	#3CAEA3	unrelated	SWASIA	SWASIA
MW1104	Belarus	51.78	29.75	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
750114-25D	Kazakhstan	51	51	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW294	Poland	51.1714	23.6403	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW874	Russia	53	50	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW875	Russia	53	50	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
Wang_GW3	Russia	53.2799469	34.2068799	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1081	Russia	53.32	48.06	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1066	Russia	54.3	55.2	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1068	Russia	56.42	58.5	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1070	Russia	56.43	63.47	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1067	Russia	56.45	57.5	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1073	Russia	56.55	63.15	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1064	Russia	56.55	63.5	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1071	Russia	56.58	63.28	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW868	Russia	57	59	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW870	Russia	57	59	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW869	Russia	57	60	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1065	Russia	57.15	58.4	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1063	Russia	57.15	63.05	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1069	Russia	57.34	62.42	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1210	Russia	58.2	57.2	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW486	Russia	65.86165	44.22931	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW491	Russia	65.86165	44.22931	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW694A	Ukraine	46.8333	35.2667	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW916	Ukraine	47.0333	30.8833	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW917	Ukraine	47.0333	30.8833	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW926	Ukraine	47.45	36.0833	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW918	Ukraine	47.65	30.1	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW920	Ukraine	47.9167	30.1167	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW887	Ukraine	48.0112	37.7927	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1184	Ukraine	48.13	39.8	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW908	Ukraine	48.37943	31.16557	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW929	Ukraine	48.45	39.1333	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW907	Ukraine	48.4833	28.9	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW882	Ukraine	48.5736	39.3023	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW931	Ukraine	48.8333	38.9	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW702A	Ukraine	50.9167	34.55	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW906	Ukraine	50.9167	34.55	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1183	Ukraine	51.75	33.25	Canis lupus	wild	#6BC2EB	unrelated	VOUR	VOUR
MW1233	Sweden	60.1282	18.6435	Canis lupus	zoo	#6BC2EB	unrelated	VOUR	VOUR
MW767A	Finland	60.4230611	22.5249141	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW764A	Finland	60.7078321	22.2122694	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW321	Finland	60.8085262	28.1715783	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
W37	Finland	61.70168	24.92463	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW314	Finland	62.0788776	21.6252135	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW973	Finland	62.4359465	22.4217054	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW775A	Finland	62.4946793	21.9224993	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW407	Finland	62.66788	30.93949	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW776A	Finland	62.9853136	22.3796548	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW754A	Finland	63.3667605	24.639301	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW356	Finland	63.5876671	24.5905758	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW980	Finland	63.6936051	22.8799924	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW355_merge	Finland	63.76079222	23.60220196	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
W70	Finland	63.9249	25.58224	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW1055	Finland	63.9909725	24.2333242	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW978	Finland	63.9921851	24.4585624	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW977	Finland	64.0289819	24.3745799	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW1038	Finland	64.26391	30.40289	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW987	Finland	66.8920486	28.8500604	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW1031	Finland	67.67033	29.6659	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW1030_merge	Finland	68.4594	22.75566	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW982	Finland	68.7714791	28.7307936	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW1034	Finland	69.06714	26.25248	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
AW086_merge	Norway	64.246503	12.38226	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
G100-14	Sweden	60.1282	18.6435	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
M-09-03	Sweden	61.6588365	16.0202321	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
M-10-10	Norway	60.6136	12.012	Canis lupus	wild	#B8D8D8	unrelated	WFIN	WFIN
MW1005	Finland	62.5377395	24.1798262	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
MW1006	Finland	62.5377395	24.1798262	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
AW541_merge	Finland	60.17487	24.98467	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
AW536_merge	Finland	62.53633	24.18494	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
AW537_merge	Finland	62.53633	24.18494	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
AW539_merge	Finland	62.53633	24.18494	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
AW554_merge	Finland	62.53633	24.18494	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
MW1228	Sweden	59.32442	18.10098	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
MW1231	Sweden	59.32704	18.10374	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
MW1224	Sweden	60.1282	18.6435	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
MW1229	Sweden	61.21232	14.53508	Canis lupus	zoo	#0072B2	unrelated	ZOO	ZOO
750281A	Russia	64.59	56.5	Canis lupus	wild	NA	NA	NA	NA
AW031_merge	Norway	60.658731	11.440397	Canis lupus	wild	NA	NA	NA	NA
AW034_merge	Norway	61.516737	10.57900103	Canis lupus	wild	NA	NA	NA	NA
AW035_merged	Norway	58.479075	7.209622689	Canis lupus	wild	NA	NA	NA	NA
AW038_merged	Norway	61.705849	9.852631869	Canis lupus	wild	NA	NA	NA	NA
AW042SCR_merge	Norway	61.891637	11.316031	Canis lupus	wild	NA	NA	NA	NA
AW043_merged	Norway	58.342349	6.277312	Canis lupus	wild	NA	NA	NA	NA
AW045_merged	Norway	69.757853	29.685947	Canis lupus	wild	NA	NA	NA	NA
AW046SCR_merge	Norway	60.658009	12.06028143	Canis lupus	wild	NA	NA	NA	NA
AW047SCR_merge	Norway	60.938755	11.42174195	Canis lupus	wild	NA	NA	NA	NA
AW063SCR_merge	Norway	60.405894	11.08589343	Canis lupus	wild	NA	NA	NA	NA
AW071_merged	Norway	61.603813	10.776709	Canis lupus	wild	NA	NA	NA	NA
AW078_merge	Norway	61.891637	11.316031	Canis lupus	wild	NA	NA	NA	NA
AW080_merge	Norway	61.3169	12.259839	Canis lupus	wild	NA	NA	NA	NA
AW081_merged	Norway	62.118415	8.863348	Canis lupus	wild	NA	NA	NA	NA
AW087_merge	Norway	60.997159	11.37519134	Canis lupus	wild	NA	NA	NA	NA
AW088_merge	Norway	62.019808	12.037931	Canis lupus	wild	NA	NA	NA	NA
AW089_merged	Norway	61.891637	11.316031	Canis lupus	wild	NA	NA	NA	NA
AW091_merged	Norway	61.134844	11.364088	Canis lupus	wild	NA	NA	NA	NA
AW092_merged	Norway	60.823025	11.349206	Canis lupus	wild	NA	NA	NA	NA
AW100_merge	Norway	60.329646	11.272252	Canis lupus	wild	NA	NA	NA	NA
AW104_merged	Norway	61.301257	11.45727	Canis lupus	wild	NA	NA	NA	NA
AW106_merged	Norway	61.59308	9.754201	Canis lupus	wild	NA	NA	NA	NA
AW111_merge	Norway	61.467809	10.969047	Canis lupus	wild	NA	NA	NA	NA
AW112_merged	Norway	61.465473	11.341461	Canis lupus	wild	NA	NA	NA	NA
AW113_merged	Norway	60.761507	9.115285422	Canis lupus	wild	NA	NA	NA	NA
AW129_merged	Norway	60.882072	11.562468	Canis lupus	wild	NA	NA	NA	NA
AW130_merge	Norway	58.428586	8.215235	Canis lupus	wild	NA	NA	NA	NA
AW172B_merged_Hredit	Slovakia	48.6616	19.02129	Canis lupus	wild	NA	NA	NA	NA
AW538_merge	Finland	62.53633	24.18494	Canis lupus	zoo	NA	NA	NA	NA
AW540_merge	Finland	65.94341	26.46701	Canis lupus	zoo	NA	NA	NA	NA
AW553_merge	Finland	62.53633	24.18494	Canis lupus	zoo	NA	NA	NA	NA
D-00-12	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-00-15	Norway	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-01-18	Norway	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-07-16	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-07-28	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-08-10	Sweden	59.3116101	14.3161926	Canis lupus	wild	NA	NA	NA	NA
D-10-15	Sweden	60.7260156	14.6059004	Canis lupus	wild	NA	NA	NA	NA
D-10-20	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-10-29	Sweden	60.5682335	13.2498168	Canis lupus	wild	NA	NA	NA	NA
D-10-53	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-10-68	Sweden	62.0197239	12.8715016	Canis lupus	wild	NA	NA	NA	NA
D-11-17	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-11-22	Sweden	59.4179131	15.3301383	Canis lupus	wild	NA	NA	NA	NA
D-85-02	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-86-01	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-92-01	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-92-02	Norway	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-93-03	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-94-01	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-96-01	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
D-99-02	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
G109-11	Sweden	59.2766869	14.7364393	Canis lupus	wild	NA	NA	NA	NA
G111-14	Sweden	62.810058	13.7641873	Canis lupus	wild	NA	NA	NA	NA
G139-12	Sweden	62.1586274	12.344931	Canis lupus	wild	NA	NA	NA	NA
G23-13	Sweden	66.8788386	23.515903	Canis lupus	wild	NA	NA	NA	NA
G31-13	Sweden	66.8788386	23.515903	Canis lupus	wild	NA	NA	NA	NA
G32-12	Sweden	60.3309585	12.8369568	Canis lupus	wild	NA	NA	NA	NA
G37-10	Sweden	61.2251131	15.4663207	Canis lupus	wild	NA	NA	NA	NA
G47-11	Norway	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
G50-12	Sweden	60.9575446	16.0472353	Canis lupus	wild	NA	NA	NA	NA
G67-15	Sweden	57.8096361	13.269262	Canis lupus	wild	NA	NA	NA	NA
G82-10	Sweden	62.2513002	14.301979	Canis lupus	wild	NA	NA	NA	NA
G9-05	Sweden	61.429825	15.0146041	Canis lupus	wild	NA	NA	NA	NA
G97-13	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
Indianwolf_Rajasthan	India	26.2389	73.0243	Canis lupus	wild	NA	NA	NA	NA
Iran_Hamadan	Iran	34.7983	48.5148	Canis lupus	wild	NA	NA	NA	NA
Iran_Kerman	Iran	30.2839	57.0834	Canis lupus	wild	NA	NA	NA	NA
Iran_Tehran	Iran	35.7219	51.3347	Canis lupus	wild	NA	NA	NA	NA
M-00-10	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
M-01-04	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
M-06-03	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
M-06-04	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
M-09-17	Sweden	60.2586752	13.6796909	Canis lupus	wild	NA	NA	NA	NA
M-10-04	Sweden	61.507213	15.8839979	Canis lupus	wild	NA	NA	NA	NA
M-11-02	Sweden	61.6601493	15.7776835	Canis lupus	wild	NA	NA	NA	NA
M-98-02	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
M-98-03	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
M-98-08	Sweden	60.1282	18.6435	Canis lupus	wild	NA	NA	NA	NA
MW005_merged_Canfam31	Norway	60.600249	10.56905	Canis lupus	wild	NA	NA	NA	NA
MW006_merged_Canfam31	Norway	61.044723	11.28778	Canis lupus	wild	NA	NA	NA	NA
MW007_merged_Canfam31	Norway	61.332537	11.262976	Canis lupus	wild	NA	NA	NA	NA
MW016	Lithuania	55.891037	22.658114	Canis lupus	wild	NA	NA	NA	NA
MW019	Lithuania	55.058071	25.070977	Canis lupus	wild	NA	NA	NA	NA
MW021	Lithuania	56.213542	24.925611	Canis lupus	wild	NA	NA	NA	NA
MW023	Lithuania	56.153484	25.194591	Canis lupus	wild	NA	NA	NA	NA
MW024	Lithuania	56.226309	22.142644	Canis lupus	wild	NA	NA	NA	NA
MW025	Lithuania	56.226309	22.142644	Canis lupus	wild	NA	NA	NA	NA
MW030	Lithuania	56.090678	22.548895	Canis lupus	wild	NA	NA	NA	NA
MW032	Lithuania	55.530764	23.158704	Canis lupus	wild	NA	NA	NA	NA
MW034	Lithuania	56.283393	22.667897	Canis lupus	wild	NA	NA	NA	NA
MW035	Lithuania	56.318486	24.923767	Canis lupus	wild	NA	NA	NA	NA
MW037	Lithuania	55.798652	22.16517	Canis lupus	wild	NA	NA	NA	NA
MW038	Lithuania	55.798652	22.16517	Canis lupus	wild	NA	NA	NA	NA
MW039	Lithuania	54.470509	24.798117	Canis lupus	wild	NA	NA	NA	NA
MW044	Lithuania	55.029921	25.206769	Canis lupus	wild	NA	NA	NA	NA
MW053	Germany	50.118346	7.308953	Canis lupus	wild	NA	NA	NA	NA
MW057	Germany	48.661604	9.350134	Canis lupus	wild	NA	NA	NA	NA
MW061	Romania	46.135413	25.708109	Canis lupus	wild	NA	NA	NA	NA
MW086	Germany	48.790447	11.49789	Canis lupus	wild	NA	NA	NA	NA
MW1000	Finland	62.6734482	30.9116358	Canis lupus	wild	NA	NA	NA	NA
MW1001	Finland	62.6734482	30.9116358	Canis lupus	wild	NA	NA	NA	NA
MW1012	Finland	62.5289025	30.4875865	Canis lupus	wild	NA	NA	NA	NA
MW1013	Finland	62.6734482	30.9116358	Canis lupus	wild	NA	NA	NA	NA
MW1018	Finland	64.23104	27.82074	Canis lupus	wild	NA	NA	NA	NA
MW1022	Finland	65.75718	26.91114	Canis lupus	wild	NA	NA	NA	NA
MW1023	Finland	65.11219	27.56664	Canis lupus	wild	NA	NA	NA	NA
MW1026	Finland	64.69315	29.83221	Canis lupus	wild	NA	NA	NA	NA
MW1027	Finland	64.68679	28.27584	Canis lupus	wild	NA	NA	NA	NA
MW1028	Finland	65.70976	29.90863	Canis lupus	wild	NA	NA	NA	NA
MW1032	Finland	68.1648	28.33854	Canis lupus	wild	NA	NA	NA	NA
MW1033	Finland	68.25869	28.56026	Canis lupus	wild	NA	NA	NA	NA
MW1039	Finland	65.14826	29.71752	Canis lupus	wild	NA	NA	NA	NA
MW1040	Finland	65.04571	27.36401	Canis lupus	wild	NA	NA	NA	NA
MW1041	Finland	65.42658	29.67745	Canis lupus	wild	NA	NA	NA	NA
MW1043	Finland	67.6108	27.74849	Canis lupus	wild	NA	NA	NA	NA
MW1044	Finland	64.64852	29.23017	Canis lupus	wild	NA	NA	NA	NA
MW1046	Finland	65.6554	29.81049	Canis lupus	wild	NA	NA	NA	NA
MW1048	Finland	68.1021071	29.0689734	Canis lupus	wild	NA	NA	NA	NA
MW1049	Finland	68.0794097	28.7032482	Canis lupus	wild	NA	NA	NA	NA
MW1051	Finland	68.4091766	28.3223679	Canis lupus	wild	NA	NA	NA	NA
MW1054	Finland	62.3756426	30.2513095	Canis lupus	wild	NA	NA	NA	NA
MW1056	Finland	68.4072457	28.1839583	Canis lupus	wild	NA	NA	NA	NA
MW1057	Finland	62.2964953	30.7390734	Canis lupus	wild	NA	NA	NA	NA
MW1058	Finland	63.4185184	24.6152109	Canis lupus	wild	NA	NA	NA	NA
MW1059	Finland	64.187481	26.8876367	Canis lupus	wild	NA	NA	NA	NA
MW1060	Finland	64.0860815	25.3156583	Canis lupus	wild	NA	NA	NA	NA
MW1072	Russia	56.55	63.15	Canis lupus	wild	NA	NA	NA	NA
MW1082	Russia	56.5	64.59	Canis lupus	wild	NA	NA	NA	NA
MW1151	Latvia	56.41	25.68	Canis lupus	wild	NA	NA	NA	NA
MW1201	Finland	63.10765351	30.34799828	Canis lupus	wild	NA	NA	NA	NA
MW1202	Finland	63.36817561	27.73102457	Canis lupus	wild	NA	NA	NA	NA
MW1220	Sweden	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	NA
MW1221	Sweden	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	NA
MW1222	Sweden	61.71045	16.15425	Canis lupus	zoo	NA	NA	NA	NA
MW1223	Sweden	61.71045	16.15425	Canis lupus	zoo	NA	NA	NA	NA
MW1225	Sweden	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	NA
MW1226	Sweden	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	NA
MW1227	Sweden	59.32442	18.10098	Canis lupus	zoo	NA	NA	NA	NA
MW1230	Latvia	57.0062	24.15753	Canis lupus	zoo	NA	NA	NA	NA
MW1232	Sweden	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	NA
MW1234	Norway	60.75822	12.06164	Canis lupus	wild	NA	NA	NA	NA
MW1235	Norway	60.74957	12.01733	Canis lupus	wild	NA	NA	NA	NA
MW1237	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1238	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1239	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1240	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1241	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1242	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1243	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1244	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW1245	Norway	60.472	8.4689	Canis lupus	wild	NA	NA	NA	NA
MW124RE	Spain	43.36139	-5.85932	Canis lupus	wild	NA	NA	NA	NA
MW148_merged	Norway	60.066974	12.061668	Canis lupus	wild	NA	NA	NA	NA
MW149_merged	Norway	59.968101	11.218617	Canis lupus	wild	NA	NA	NA	NA
MW154_merged_Canfam31	Norway	61.966672	11.533331	Canis lupus	wild	NA	NA	NA	NA
MW155_merged_Canfam31	Norway	61.57515	5.898423	Canis lupus	wild	NA	NA	NA	NA
MW157_merged_Canfam31	Norway	64.321111	13.415833	Canis lupus	wild	NA	NA	NA	NA
MW158_merged_Canfam31	Norway	62.166667	11.2	Canis lupus	wild	NA	NA	NA	NA
MW159_merged_Canfam31	Norway	61.603813	10.776709	Canis lupus	wild	NA	NA	NA	NA
MW160_merged_Canfam31	Norway	61.40581	11.350784	Canis lupus	wild	NA	NA	NA	NA
MW161_merged_Canfam31	Norway	60.449007	12.127128	Canis lupus	wild	NA	NA	NA	NA
MW255	Poland	49.57457	21.89296	Canis lupus	wild	NA	NA	NA	NA
MW262	Poland	51.63869	15.19362	Canis lupus	wild	NA	NA	NA	NA
MW282	Poland	53.3845	16.74329	Canis lupus	wild	NA	NA	NA	NA
MW284	Poland	53.28931	16.14308	Canis lupus	wild	NA	NA	NA	NA
MW285	Poland	52.88775	18.58079	Canis lupus	wild	NA	NA	NA	NA
MW290	Poland	52.51208	14.88157	Canis lupus	wild	NA	NA	NA	NA
MW299	Italy	41.92465	13.09366	Canis lupus	wild	NA	NA	NA	NA
MW300	Italy	42.05603	13.10448	Canis lupus	wild	NA	NA	NA	NA
MW313	Finland	63.743086	27.001454	Canis lupus	wild	NA	NA	NA	NA
MW317	Finland	60.7363744	28.0417279	Canis lupus	wild	NA	NA	NA	NA
MW319	Finland	60.9031523	21.93624	Canis lupus	wild	NA	NA	NA	NA
MW320	Finland	63.9490052	26.8489407	Canis lupus	wild	NA	NA	NA	NA
MW322	Finland	63.671639	27.522087	Canis lupus	wild	NA	NA	NA	NA
MW323	Finland	63.084089	23.366698	Canis lupus	wild	NA	NA	NA	NA
MW324	Finland	60.9605238	28.514119	Canis lupus	wild	NA	NA	NA	NA
MW325	Finland	62.2620173	24.0421082	Canis lupus	wild	NA	NA	NA	NA
MW326	Finland	61.8357354	27.6200198	Canis lupus	wild	NA	NA	NA	NA
MW327	Finland	59.9950238	23.559066	Canis lupus	wild	NA	NA	NA	NA
MW328	Finland	61.0662805	22.5310643	Canis lupus	wild	NA	NA	NA	NA
MW329	Finland	63.8472605	27.1021965	Canis lupus	wild	NA	NA	NA	NA
MW330_merge	Finland	63.88918786	26.31277152	Canis lupus	wild	NA	NA	NA	NA
MW331	Finland	61.7670342	24.3282483	Canis lupus	wild	NA	NA	NA	NA
MW335	Slovakia	48.3823	19.3151	Canis lupus	wild	NA	NA	NA	NA
MW343	Finland	61.0849944	22.5615337	Canis lupus	wild	NA	NA	NA	NA
