ID	admixture	Location	age	Latitude	Longitude	Species	Label	oldgroup	newgroup	newgroupfull
W25	NA	Finland	2020	63.00205	30.56424	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W26	NA	Finland	2018	64.873	28.28797	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W27	5	Finland	2020	64.21971	30.16259	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W28	NA	Finland	2020	64.20904	29.81117	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W29	NA	Finland	2020	63.39621	28.97033	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W3	NA	Finland	2020	63.81928	26.66727	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W30	NA	Finland	2020	63.80517	29.1436	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W34	NA	Finland	2020	64.64486	29.82102	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W38	NA	Finland	2020	64.29608	24.75864	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W4	5	Finland	2020	64.18218	29.90971	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W40	NA	Finland	2020	63.76897	27.67596	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W41	NA	Finland	2020	63.63186	29.31942	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W48	NA	Finland	2020	64.07259	27.55402	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W49	5	Finland	1999	62.0982	30.50865	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W5	NA	Finland	2020	63.89053	26.32077	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W50	NA	Finland	2020	63.7542	29.21604	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W51	NA	Finland	2020	63.08291	28.80501	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W52	NA	Finland	2020	65.46399	28.60288	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W53	NA	Finland	2020	64.49573	29.02563	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W54	NA	Finland	2020	64.49573	29.02563	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W56	NA	Finland	2020	64.68922	28.80845	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W60	NA	Finland	2020	64.41545	29.21063	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W61	NA	Finland	2020	63.8847	28.39758	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W62	NA	Finland	2020	65.21143	28.04694	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W64	NA	Finland	2020	64.06524	28.96851	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W65	NA	Finland	2020	64.21297	30.16033	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W67	NA	Finland	2020	63.78787	28.08007	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W68	NA	Finland	2020	64.25681	24.4926	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W69	5	Finland	2020	64.388	25.56817	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W7	NA	Finland	2020	64.24933	29.94895	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W73	NA	Finland	2020	64.32136	29.9054	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W74	NA	Finland	2020	64.36372	28.53426	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W75	NA	Finland	2020	67.97393	27.57423	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W76	NA	Finland	2020	68.23716	27.4331	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W78	5	Finland	2017	67.61319	28.82885	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W8	NA	Finland	2020	67.65864	29.62979	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W83	NA	Finland	2020	64.07676	30.30942	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W84	NA	Finland	2020	64.07051	28.86479	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W85	NA	Finland	2020	64.00761	27.27111	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W87	NA	Finland	2020	63.93188	29.98621	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W91	NA	Finland	2020	65.89889	29.69932	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W92	NA	Finland	2020	64.00369	28.84074	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W93	NA	Finland	2020	68.47324	25.81392	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W95	NA	Finland	2020	65.57926	28.13972	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W96	NA	Finland	2020	64.67334	29.46218	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W97	NA	Finland	2020	64.66486	29.6712	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
W98	5	Finland	2017	68.04907	28.48055	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
MW496	NA	Russia	1999	63.91905	38.08377	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
V119	5	Russia	2020	62.92906	34.482034	Wolf	Wolf_Modern	Karelian	CKAR	Central Karelian
M-07-02	5	Sweden	1975	66.5816236	22.8987731	Wolf	Wolf_Modern	Scandinavian	CKAR	Central Karelian
G82-10	5	Sweden	1981	62.2513002	14.301979	Wolf	Wolf_Modern	Scandinavian	CKAR	Central Karelian
MW703A	10	Bosnia-and-Herzegovina	2009	43.7831	19.2918	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW877	10	Bosnia-and-Herzegovina	2020	43.45	18.6	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1111	10	Bulgaria	2000	42.39	23	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1112	10	Bulgaria	2002	41.8	24.75	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1113	10	Bulgaria	2002	42.22	23.8	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1114	10	Bulgaria	2003	42.41	22.56	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1115	10	Bulgaria	2003	42.84	24.51	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1117	10	Bulgaria	2005	41.75	23.22	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1118	10	Bulgaria	2005	42.86	23.31	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1119	10	Bulgaria	2006	41.72	23.1	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1120	10	Bulgaria	2020	41.7	23.1	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW706A	10	Bulgaria	2011	42.6977	23.32186	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW876	10	Bulgaria	2020	41.7333	24.35	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1121	10	Croatia	1996	43.7	16.62	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1122	10	Croatia	1996	45.4	14.72	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1123	10	Croatia	2000	45.39	14.8	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1124	10	Croatia	2004	44.59	15.44	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1125	10	Croatia	2005	43.6	16.54	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1126	10	Croatia	2008	43.16	17.32	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1127	10	Croatia	2009	43.16	17.32	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1128	10	Croatia	2009	43.55	16.3	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1130	10	Croatia	2009	43.63	16.77	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
Novembre_Croatian_Wolf	NA	Croatia	2020	43.673586	16.099769	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1131	10	Greece	1998	40.3	21.8	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1133	10	Greece	1999	40.3	21.8	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1134	10	Greece	1999	40.3	21.8	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1135	10	Greece	1999	40.1	21.42	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW1140	10	Greece	2010	40.71	21.81	Wolf	Wolf_Modern	Dinaric-Balkan	DINBAL	Dinaric Balkan
MW061	10	Romania	2014	46.135413	25.708109	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW062	10	Romania	2014	46.128965	25.610115	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW063	10	Romania	2014	45.94316	24.96676	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW064	10	Romania	2014	46.069015	26.087026	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW066	NA	Romania	2014	45.134775	23.166059	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW068	10	Romania	2015	45.94316	24.96676	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW081	10	Romania	2015	46.493201	25.745835	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW082	10	Romania	2015	46.493201	25.745835	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW1169	10	Romania	2020	46.48	24.82	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW1171	10	Romania	2020	46.43	24.79	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW1173	10	Romania	2020	46.58	25.13	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW705A	10	Romania	2020	45.6792	26.2527	Wolf	Wolf_Modern	Carpathian	DINBAL	Dinaric Balkan
MW1177	10	Ukraine	2001	48.23	24.38	Wolf	Wolf_Modern	Baltic	DINBAL	Dinaric Balkan
MW1181	10	Ukraine	2001	49.17	23.15	Wolf	Wolf_Modern	Baltic	DINBAL	Dinaric Balkan
MW884	10	Ukraine	2011	50.5301	30.4224	Wolf	Wolf_Modern	Baltic	DINBAL	Dinaric Balkan
MW922	10	Ukraine	2020	48.0167	25.2333	Wolf	Wolf_Modern	Baltic	DINBAL	Dinaric Balkan
Chinese_CAN11	1	China	2020	35.7594035	93.6699489	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN16	1	China	2020	35.7594035	93.6699489	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN24	1	China	2020	44.9859211	90.7146768	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN30	1	China	2020	44.2583554	84.7838073	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN32	1	China	2020	31.5903791	84.264246	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN6	1	China	2020	45.0191656	102.650335	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN7	1	China	2020	45.0191656	102.650335	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Chinese_CAN9	1	China	2020	29.633774	91.0561504	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
InnerMongoliaWolf	1	China	2020	45.0191656	102.650335	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
LiaoNingWolf	1	China	2020	41.0836561	120.075563	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Novembre_Chinese_Wolf	1	China	2015	40.5690774	85.0269548	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Shanxi1Wolf	1	China	2020	37.6384029	110.156489	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
Shanxi2Wolf	NA	China	2020	37.6384029	110.156489	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW1075	1	Kazakhstan	2020	51	51	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW1076	1	Kazakhstan	2020	51	51	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW1077	1	Kazakhstan	2020	51	51	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW1078	1	Kazakhstan	2020	51	51	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW1079	NA	Kazakhstan	2020	51	51	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW1080	NA	Kazakhstan	2020	51	51	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW1216	1	Kazakhstan	2020	51	53	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
KoreanWolf4	1	Korea	2020	36.3050619	125.238034	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
KoreanWolf5	NA	Korea	2020	36.3050619	125.238034	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW561	1	Mongolia	2018	43.71147	111.91448	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW563	1	Mongolia	2018	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW564	1	Mongolia	2018	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW574	1	Mongolia	2019	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW575	1	Mongolia	2019	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW576	1	Mongolia	2019	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW577	1	Mongolia	2019	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW578	1	Mongolia	2019	47.89048	106.95719	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW588	1	Mongolia	2019	48.73024	98.23747	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW601	1	Mongolia	2018	43.19782	107.19761	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW607	1	Mongolia	2019	47.17159	110.81555	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW608	1	Mongolia	2019	47.17159	110.81555	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW610	1	Mongolia	2019	47.17159	110.81555	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW497	1	Russia	2000	60.97868	32.97086	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW498	NA	Russia	2000	60.97868	32.97086	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW522	1	Russia	2015	58.823997	126.200618	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW523	1	Russia	2015	58.12038	125.029419	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW524	1	Russia	2015	57.443441	127.41704	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW525	NA	Russia	2015	57.845394	128.90366	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW526	1	Russia	2015	59.557867	125.349784	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW527	NA	Russia	2015	59.373691	128.610295	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW528	1	Russia	2015	58.963331	131.302699	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW529	NA	Russia	2015	57.393416	131.614782	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW530	1	Russia	2015	64.882755	111.577808	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW531	1	Russia	2015	64.882755	109.181271	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW532	1	Russia	2015	63.924068	110.477065	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW533	1	Russia	2015	65.650613	110.237129	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW534	1	Russia	2015	64.774078	125.904257	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW535	1	Russia	2015	60.760583	128.023531	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW536	NA	Russia	2015	64.789251	127.814014	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW537	NA	Russia	2015	63.195141	126.966924	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW538	1	Russia	2015	72.384805	114.594015	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW539	1	Russia	2015	63.349629	124.076338	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW540	1	Russia	2015	63.37469	143.005505	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW874	1	Russia	2020	53	50	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
MW875	1	Russia	2020	53	50	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
Wang_GW1	1	Russia	2020	50.843683	84.6522059	Wolf	Wolf_Modern	Asian_Central	EASIA	Eastern Asian
Wang_GW2	1	Russia	2020	65.6873915	156.795897	Wolf	Wolf_Modern	Asian	EASIA	Eastern Asian
MW886	1	Ukraine	2011	50.5301	30.4224	Wolf	Wolf_Modern	Baltic	EASIA	Eastern Asian
MW1101	9	Belarus	1995	52.86	24.14	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1102	9	Belarus	1995	52.94	24.06	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1103	9	Belarus	1999	52.58	23.85	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1104	9	Belarus	1999	51.78	29.75	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1105	9	Belarus	1999	55.33	30.67	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1106	9	Belarus	2000	55.67	30.5	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1108	9	Belarus	2000	54.3	29.67	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1109	9	Belarus	2000	55.42	29.5	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW785	NA	Latvia	2020	56.31339	26.51155	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW800	9	Latvia	2014	56.67453	22.00497	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW015	9	Lithuania	2009	54.054096	24.528943	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW021	9	Lithuania	2009	56.213542	24.925611	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW022	NA	Lithuania	2009	56.213542	24.925611	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW027	9	Lithuania	2009	54.97959	24.739058	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW035	NA	Lithuania	2009	56.318486	24.923767	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW039	9	Lithuania	2010	54.470509	24.798117	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW040	9	Lithuania	2010	53.996045	23.803762	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1147	9	Lithuania	2000	54.89	25.4	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW367	9	Lithuania	2014	54.65194	23.03515	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW368	9	Lithuania	2014	54.65194	23.03515	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW369	9	Lithuania	2014	54.65194	23.03515	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW374	9	Lithuania	2014	54.63791	24.93468	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW722A	9	Lithuania	2013	55.83883	24.98014	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW723A	9	Lithuania	2013	55.16943	23.88127	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW724A	NA	Lithuania	2014	55.16943	23.88127	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1163	9	Poland	1997	52.79	23.85	Wolf	Wolf_Modern	Carpathian	EEL	Eastern European Lowlands
MW297	9	Poland	2019	50.5353	22.8904	Wolf	Wolf_Modern	Carpathian	EEL	Eastern European Lowlands
MW1081	9	Russia	2020	53.32	48.06	Wolf	Wolf_Modern	Asian_Central	EEL	Eastern European Lowlands
Wang_GW3	9	Russia	2020	53.2799469	34.2068799	Wolf	Wolf_Modern	Asian_Central	EEL	Eastern European Lowlands
MW1175	9	Ukraine	2001	50.83	27.17	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1183	9	Ukraine	2003	51.75	33.25	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW1184	9	Ukraine	2005	48.13	39.8	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW694A	9	Ukraine	2020	46.8333	35.2667	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW695A	9	Ukraine	2020	48.4833	28.9	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW702A	9	Ukraine	2011	50.9167	34.55	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW707A	9	Ukraine	2020	47.5	32.25	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW882	9	Ukraine	2011	48.5736	39.3023	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW885	9	Ukraine	2011	50.5301	30.4224	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW887	9	Ukraine	2011	48.0112	37.7927	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW888	9	Ukraine	2011	48.0112	37.7927	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW896	9	Ukraine	2020	51.2333	31.4667	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW897	9	Ukraine	2020	51.2333	31.4667	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW900	9	Ukraine	2020	47.5	32.25	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW901	NA	Ukraine	2020	47.5	32.25	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW902	NA	Ukraine	2020	47.5	32.25	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW904	NA	Ukraine	2020	47.5	32.25	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW906	9	Ukraine	2020	50.9167	34.55	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW907	9	Ukraine	2020	48.4833	28.9	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW908	9	Ukraine	2020	48.37943	31.16557	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW909	NA	Ukraine	2020	50.9167	34.55	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW910	NA	Ukraine	2020	48.37943	31.16557	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW911	9	Ukraine	2020	50.95	28.9333	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW912	9	Ukraine	2020	50.95	28.9333	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW913	NA	Ukraine	2020	50.95	28.9333	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW914	NA	Ukraine	2020	50.95	28.9333	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW916	9	Ukraine	2020	47.0333	30.8833	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW917	9	Ukraine	2020	47.0333	30.8833	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW918	9	Ukraine	2020	47.65	30.1	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW920	9	Ukraine	2020	47.9167	30.1167	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW926	9	Ukraine	2020	47.45	36.0833	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW928	NA	Ukraine	2020	46.8333	35.2667	Wolf	Wolf_Modern	Asian_Central	EEL	Eastern European Lowlands
MW929	9	Ukraine	2020	48.45	39.1333	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW930	9	Ukraine	2020	49.75	38.6333	Wolf	Wolf_Modern	Baltic	EEL	Eastern European Lowlands
MW931	NA	Ukraine	2020	48.8333	38.9	Wolf	Wolf_Modern	Asian_Central	EEL	Eastern European Lowlands
MW932	NA	Ukraine	2020	49.2667	39.6167	Wolf	Wolf_Modern	Asian_Central	EEL	Eastern European Lowlands
MW732A	3	Estonia	2014	58.9574	24.22799	Wolf	Wolf_Modern	Baltic	EKAR	Eastern Karelian
MW1000	3	Finland	1984	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1001	3	Finland	1984	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1003	3	Finland	1985	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1004	3	Finland	1985	62.2118357	30.3615205	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1011	NA	Finland	1997	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1014	NA	Finland	2007	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1016	3	Finland	1998	66.87593	28.95791	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1017	3	Finland	1999	66.76782	28.99474	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1018	NA	Finland	1997	64.23104	27.82074	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1019	3	Finland	2001	66.59099	29.13842	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1025	3	Finland	2008	66.6896	28.78461	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1028	3	Finland	2009	65.70976	29.90863	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1029	3	Finland	2009	66.84249	28.91923	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1032	3	Finland	2010	68.1648	28.33854	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1033	NA	Finland	2020	68.25869	28.56026	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1035	NA	Finland	2020	68.40985	28.23673	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1037	3	Finland	2011	69.0947	27.92322	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1042	3	Finland	2011	65.47214	29.72865	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
