ID	admixturegroup	newgroup	newgroupfull	colour	Location	age	Latitude	Longitude	Species	related	oldgroup
MW805	13	NBAL	Northern Baltic	#26532B	Latvia	2014	57.58732	25.06566	Wolf	Nonrelated	NBAL
MW806	13	NBAL	Northern Baltic	#26532B	Latvia	2015	57.70238	24.7483	Wolf	Nonrelated	NBAL
MW808	13	NBAL	Northern Baltic	#26532B	Latvia	2013	57.32734	27.53034	Wolf	Nonrelated	NBAL
MW809	13	NBAL	Northern Baltic	#26532B	Latvia	2016	57.60859	24.60747	Wolf	Nonrelated	NBAL
MW810	13	NBAL	Northern Baltic	#26532B	Latvia	2013	57.4668	26.23402	Wolf	Nonrelated	NBAL
MW816	13	NBAL	Northern Baltic	#26532B	Latvia	2016	57.09259	25.46923	Wolf	Nonrelated	NBAL
MW818	13	NBAL	Northern Baltic	#26532B	Latvia	2016	57.29179	27.10834	Wolf	Nonrelated	NBAL
MW819	13	NBAL	Northern Baltic	#26532B	Latvia	2011	57.76245	24.88793	Wolf	Nonrelated	NBAL
MW821	13	NBAL	Northern Baltic	#26532B	Latvia	2011	56.5501	26.92296	Wolf	Nonrelated	NBAL
MW823	13	NBAL	Northern Baltic	#26532B	Latvia	2014	57.49908	27.00554	Wolf	Nonrelated	NBAL
MW824	13	NBAL	Northern Baltic	#26532B	Latvia	2013	56.99705	26.43065	Wolf	Nonrelated	NBAL
MW826	13	NBAL	Northern Baltic	#26532B	Estonia	2012	58.0639	24.77399	Wolf	Nonrelated	NBAL
MW827	13	NBAL	Northern Baltic	#26532B	Estonia	2012	58.26687	25.40363	Wolf	Nonrelated	NBAL
MW828	13	NBAL	Northern Baltic	#26532B	Estonia	2012	58.60342	26.21017	Wolf	Nonrelated	NBAL
MW829	13	NBAL	Northern Baltic	#26532B	Estonia	2013	58.05383	26.23935	Wolf	Nonrelated	NBAL
MW830	13	NBAL	Northern Baltic	#26532B	Estonia	2012	59.45635	26.00972	Wolf	Nonrelated	NBAL
MW831	13	NBAL	Northern Baltic	#26532B	Estonia	2012	58.92829	24.87684	Wolf	Nonrelated	NBAL
MW833	13	NBAL	Northern Baltic	#26532B	Estonia	2013	59.18324	25.46497	Wolf	Nonrelated	NBAL
MW834	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.98892	26.24269	Wolf	Nonrelated	NBAL
MW835	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.3316	22.25549	Wolf	Nonrelated	NBAL
MW836	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.10514	26.13706	Wolf	Nonrelated	NBAL
MW839	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.13212	26.81311	Wolf	Nonrelated	NBAL
MW840	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.70525	22.59625	Wolf	Nonrelated	NBAL
MW841	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.80506	25.42214	Wolf	Nonrelated	NBAL
MW843	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.98892	26.24269	Wolf	Nonrelated	NBAL
MW844	13	NBAL	Northern Baltic	#26532B	Estonia	2013	58.3617	26.89136	Wolf	Nonrelated	NBAL
MW845	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.28652	22.02447	Wolf	Nonrelated	NBAL
MW847	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.68616	24.77731	Wolf	Nonrelated	NBAL
MW849	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.50415	23.11514	Wolf	Nonrelated	NBAL
MW850	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.9574	24.22799	Wolf	Nonrelated	NBAL
MW852	13	NBAL	Northern Baltic	#26532B	Estonia	2014	57.60886	26.83421	Wolf	Nonrelated	NBAL
MW853	13	NBAL	Northern Baltic	#26532B	Estonia	2014	57.7321	27.28346	Wolf	Nonrelated	NBAL
MW854	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.92395	22.59194	Wolf	Nonrelated	NBAL
MW855	13	NBAL	Northern Baltic	#26532B	Estonia	2014	57.60104	27.22926	Wolf	Nonrelated	NBAL
MW857	13	NBAL	Northern Baltic	#26532B	Estonia	2020	58.25495	22.49189	Wolf	Nonrelated	NBAL
MW859	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.81528	26.28567	Wolf	Nonrelated	NBAL
MW862	13	NBAL	Northern Baltic	#26532B	Estonia	2014	57.92663	27.33287	Wolf	Nonrelated	NBAL
MW865	13	NBAL	Northern Baltic	#26532B	Estonia	2013	59.19631	25.54195	Wolf	Nonrelated	NBAL
MW867	13	NBAL	Northern Baltic	#26532B	Estonia	2013	59.36186	27.18939	Wolf	Nonrelated	NBAL
MW109	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	42.57505	-8.13385	Wolf	Nonrelated	NWIB
MW113	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	43.36139	-5.85932	Wolf	Nonrelated	NWIB
MW117	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	42.57505	-8.13385	Wolf	Nonrelated	NWIB
MW119	11	NWIB	Northwestern Iberian	#2B3A68	Portugal	2020	41.80611	-6.75673	Wolf	Nonrelated	NWIB
MW121	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	42.57505	-8.13385	Wolf	Nonrelated	NWIB
MW122	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	42.57505	-8.13385	Wolf	Nonrelated	NWIB
MW123	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	42.57505	-8.13385	Wolf	Nonrelated	NWIB
MW124	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	43.36139	-5.85932	Wolf	Nonrelated	NWIB
MW126	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	41.83568	-4.39763	Wolf	Nonrelated	NWIB
MW127	11	NWIB	Northwestern Iberian	#2B3A68	Spain	2020	41.83568	-4.39763	Wolf	Nonrelated	NWIB
PortugueseWolf	11	NWIB	Northwestern Iberian	#2B3A68	Portugal	2015	41.619679	-7.6161	Wolf	Nonrelated	NWIB
MW029	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2009	54.960751	24.372238	Wolf	Nonrelated	SBAL
MW042	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2010	55.029921	25.206769	Wolf	Nonrelated	SBAL
MW366	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2014	54.85886	24.42779	Wolf	Nonrelated	SBAL
MW012	8	SBAL	Southern Baltic	#F58A07	Lithuania	2010	55.70708	22.310879	Wolf	Nonrelated	SBAL
MW013	8	SBAL	Southern Baltic	#F58A07	Lithuania	2010	55.963611	22.714514	Wolf	Nonrelated	SBAL
MW014	8	SBAL	Southern Baltic	#F58A07	Lithuania	2010	55.776516	23.301206	Wolf	Nonrelated	SBAL
MW017	8	SBAL	Southern Baltic	#F58A07	Lithuania	2009	54.426991	23.840195	Wolf	Nonrelated	SBAL
MW018	8	SBAL	Southern Baltic	#F58A07	Lithuania	2010	56.142613	21.350396	Wolf	Nonrelated	SBAL
MW020	8	SBAL	Southern Baltic	#F58A07	Lithuania	2009	56.152023	23.224096	Wolf	Nonrelated	SBAL
MW024	8	SBAL	Southern Baltic	#F58A07	Lithuania	2009	56.226309	22.142644	Wolf	Nonrelated	SBAL
MW026	8	SBAL	Southern Baltic	#F58A07	Lithuania	2010	54.98302	24.689207	Wolf	Nonrelated	SBAL
MW028	8	SBAL	Southern Baltic	#F58A07	Lithuania	2009	55.780094	25.007696	Wolf	Nonrelated	SBAL
MW031	8	SBAL	Southern Baltic	#F58A07	Lithuania	2009	55.370458	22.608719	Wolf	Nonrelated	SBAL
MW033	8	SBAL	Southern Baltic	#F58A07	Lithuania	2009	54.844232	23.566109	Wolf	Nonrelated	SBAL
MW036	8	SBAL	Southern Baltic	#F58A07	Lithuania	2010	55.206593	22.58431	Wolf	Nonrelated	SBAL
MW041	8	SBAL	Southern Baltic	#F58A07	Lithuania	2011	54.451083	23.549764	Wolf	Nonrelated	SBAL
MW1143	8	SBAL	Southern Baltic	#F58A07	Latvia	2000	56.45	23.04	Wolf	Nonrelated	SBAL
MW1144	8	SBAL	Southern Baltic	#F58A07	Latvia	2000	56.97	21.52	Wolf	Nonrelated	SBAL
MW1145	8	SBAL	Southern Baltic	#F58A07	Latvia	2000	56.97	21.52	Wolf	Nonrelated	SBAL
MW1146	8	SBAL	Southern Baltic	#F58A07	Latvia	2000	57.36	25.92	Wolf	Nonrelated	SBAL
MW1149	8	SBAL	Southern Baltic	#F58A07	Latvia	2006	56.97	23.44	Wolf	Nonrelated	SBAL
MW1152	8	SBAL	Southern Baltic	#F58A07	Latvia	2008	57.16	22.55	Wolf	Nonrelated	SBAL
MW370	8	SBAL	Southern Baltic	#F58A07	Lithuania	2014	56.2455	22.74711	Wolf	Nonrelated	SBAL
MW372	8	SBAL	Southern Baltic	#F58A07	Lithuania	2014	55.91078	21.8454	Wolf	Nonrelated	SBAL
MW373	8	SBAL	Southern Baltic	#F58A07	Lithuania	2014	55.33468	26.16591	Wolf	Nonrelated	SBAL
MW713A	8	SBAL	Southern Baltic	#F58A07	Latvia	2014	56.16369	21.15948	Wolf	Nonrelated	SBAL
MW714A	8	SBAL	Southern Baltic	#F58A07	Latvia	2011	56.71573	21.6053	Wolf	Nonrelated	SBAL
MW718A	8	SBAL	Southern Baltic	#F58A07	Latvia	2012	56.67331	22.57438	Wolf	Nonrelated	SBAL
MW719A	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	57.06998	22.24288	Wolf	Nonrelated	SBAL
MW784	8	SBAL	Southern Baltic	#F58A07	Latvia	2013	56.54676	22.62796	Wolf	Nonrelated	SBAL
MW786	8	SBAL	Southern Baltic	#F58A07	Latvia	2011	56.60623	24.52218	Wolf	Nonrelated	SBAL
MW787	8	SBAL	Southern Baltic	#F58A07	Latvia	2016	56.3113	25.50704	Wolf	Nonrelated	SBAL
MW788	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	57.50763	22.35196	Wolf	Nonrelated	SBAL
MW790	8	SBAL	Southern Baltic	#F58A07	Latvia	2013	56.90309	22.81014	Wolf	Nonrelated	SBAL
MW795	8	SBAL	Southern Baltic	#F58A07	Latvia	2016	56.45032	26.2288	Wolf	Nonrelated	SBAL
MW796	8	SBAL	Southern Baltic	#F58A07	Latvia	2016	57.54032	24.71344	Wolf	Nonrelated	SBAL
MW798	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	57.22462	21.67758	Wolf	Nonrelated	SBAL
MW799	8	SBAL	Southern Baltic	#F58A07	Latvia	2020	57.05759	22.49862	Wolf	Nonrelated	SBAL
MW801	8	SBAL	Southern Baltic	#F58A07	Latvia	2016	56.59535	24.19895	Wolf	Nonrelated	SBAL
MW802	8	SBAL	Southern Baltic	#F58A07	Latvia	2016	57.03406	22.78018	Wolf	Nonrelated	SBAL
MW804	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	57.33077	23.10214	Wolf	Nonrelated	SBAL
MW812	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	57.51502	22.02315	Wolf	Nonrelated	SBAL
MW814	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	57.50484	27.19197	Wolf	Nonrelated	SBAL
MW815	8	SBAL	Southern Baltic	#F58A07	Latvia	2015	56.3136	24.4405	Wolf	Nonrelated	SBAL
MW820	8	SBAL	Southern Baltic	#F58A07	Latvia	2014	56.44887	21.57967	Wolf	Nonrelated	SBAL
MW822	8	SBAL	Southern Baltic	#F58A07	Latvia	2014	56.88665	21.19518	Wolf	Nonrelated	SBAL
MW825	8	SBAL	Southern Baltic	#F58A07	Latvia	2012	56.55936	25.63925	Wolf	Nonrelated	SBAL
AW033	15	SCAN	Scandinavian	#C96480	Norway	2014	62.293914	10.967767	Wolf	Nonrelated	SCAN
D-00-12	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-00-15	15	SCAN	Scandinavian	#C96480	Sweden	1994.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-05-23	15	SCAN	Scandinavian	#C96480	Sweden	1995.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-06-14	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-07-09	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	60.201993	14.1897029	Wolf	Nonrelated	SCAN
D-07-17	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	60.8159705	13.548185	Wolf	Nonrelated	SCAN
D-07-24	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	60.9971681	11.3752095	Wolf	Nonrelated	SCAN
D-08-08	15	SCAN	Scandinavian	#C96480	Sweden	2007	60.3083792	14.9471122	Wolf	Nonrelated	SCAN
D-08-19	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-08-21	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	59.6799085	16.0181417	Wolf	Nonrelated	SCAN
D-10-15	15	SCAN	Scandinavian	#C96480	Sweden	2009	60.7260156	14.6059004	Wolf	Nonrelated	SCAN
D-10-20	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-10-30	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	61.034411	16.0361435	Wolf	Nonrelated	SCAN
D-10-44	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-10-50	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-10-68	15	SCAN	Scandinavian	#C96480	Sweden	2008	62.0197239	12.8715016	Wolf	Nonrelated	SCAN
D-11-17	15	SCAN	Scandinavian	#C96480	Sweden	2006	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-11-58	15	SCAN	Scandinavian	#C96480	Sweden	2009	58.8475349	11.6791043	Wolf	Nonrelated	SCAN
D-86-01	15	SCAN	Scandinavian	#C96480	Sweden	1983	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-89-01	15	SCAN	Scandinavian	#C96480	Sweden	1986.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-89-03	15	SCAN	Scandinavian	#C96480	Sweden	1986.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-91-01	15	SCAN	Scandinavian	#C96480	Sweden	1986.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-92-05	15	SCAN	Scandinavian	#C96480	Sweden	1986.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
D-93-02	15	SCAN	Scandinavian	#C96480	Sweden	1986.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
G106-13	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
G109-11	15	SCAN	Scandinavian	#C96480	Sweden	2010	59.2766869	14.7364393	Wolf	Nonrelated	SCAN
G110-11	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
G126-13	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	62.0913261	13.0278821	Wolf	Nonrelated	SCAN
G139-12	15	SCAN	Scandinavian	#C96480	Sweden	2010	62.1586274	12.344931	Wolf	Nonrelated	SCAN
G174-13	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
G24-14	15	SCAN	Scandinavian	#C96480	Sweden	2013	60.1282	18.6435	Wolf	Nonrelated	SCAN
G32-15	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	SCAN
G34-10	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	62.1750636	15.3580596	Wolf	Nonrelated	SCAN
G47-11	15	SCAN	Scandinavian	#C96480	Sweden	2010	60.1282	18.6435	Wolf	Nonrelated	SCAN
G50-12	15	SCAN	Scandinavian	#C96480	Sweden	2010	60.9575446	16.0472353	Wolf	Nonrelated	SCAN
G58-15	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	59.6403173	13.5828845	Wolf	Nonrelated	SCAN
G87-12	15	SCAN	Scandinavian	#C96480	Sweden	2011	61.8467975	12.4174112	Wolf	Nonrelated	SCAN
G97-13	15	SCAN	Scandinavian	#C96480	Sweden	2010	60.1282	18.6435	Wolf	Nonrelated	SCAN
M-01-06	15	SCAN	Scandinavian	#C96480	Sweden	2000	60.1282	18.6435	Wolf	Nonrelated	SCAN
M-06-03	15	SCAN	Scandinavian	#C96480	Sweden	2005	60.1282	18.6435	Wolf	Nonrelated	SCAN
M-07-06	15	SCAN	Scandinavian	#C96480	Sweden	2006	60.3876967	13.5295308	Wolf	Nonrelated	SCAN
M-09-05	15	SCAN	Scandinavian	#C96480	Sweden	2002.5	61.6283885	11.3336976	Wolf	Nonrelated	SCAN
M-10-04	15	SCAN	Scandinavian	#C96480	Sweden	2010.5	61.507213	15.8839979	Wolf	Nonrelated	SCAN
M-98-03	15	SCAN	Scandinavian	#C96480	Sweden	1992	60.1282	18.6435	Wolf	Nonrelated	SCAN
MW011	15	SCAN	Scandinavian	#C96480	Norway	2018	61.444915	11.383014	Wolf	Nonrelated	SCAN
MW1045	15	SCAN	Scandinavian	#C96480	Finland	2011	67.59133	29.32968	Wolf	Nonrelated	SCAN
MW1234	15	SCAN	Scandinavian	#C96480	Norway	2021	60.75822	12.06164	Wolf	Nonrelated	SCAN
MW145	15	SCAN	Scandinavian	#C96480	Norway	2004	59.95454	11.763735	Wolf	Nonrelated	SCAN
MW151	15	SCAN	Scandinavian	#C96480	Norway	2015	58.62437	7.43113	Wolf	Nonrelated	SCAN
MW152	15	SCAN	Scandinavian	#C96480	Norway	2011	60.449007	12.127128	Wolf	Nonrelated	SCAN
MW156	15	SCAN	Scandinavian	#C96480	Norway	2016	59.767993	11.07334	Wolf	Nonrelated	SCAN
MW158	15	SCAN	Scandinavian	#C96480	Norway	2016	62.166667	11.2	Wolf	Nonrelated	SCAN
MW162	15	SCAN	Scandinavian	#C96480	Norway	2018	59.433139	10.705307	Wolf	Nonrelated	SCAN
MW163	15	SCAN	Scandinavian	#C96480	Norway	2018	59.469166	11.162215	Wolf	Nonrelated	SCAN
MW164	15	SCAN	Scandinavian	#C96480	Norway	2019	61.471177	11.323356	Wolf	Nonrelated	SCAN
IndiaWolf	3	SWASIA	Southwestern Asian	#3CAEA3	India	2020	20.7504232	73.7273399	Wolf	Nonrelated	SWASIA
IranWolf	3	SWASIA	Southwestern Asian	#3CAEA3	Iran	2020	32.214843	49.1915619	Wolf	Nonrelated	SWASIA
IsraeliWolf	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2020	33.262671	35.7398528	Wolf	Nonrelated	SWASIA
MW167	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2004	33.2	35.66	Wolf	Nonrelated	SWASIA
MW169	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2008	33.044	35.838	Wolf	Nonrelated	SWASIA
MW170	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2013	33.27	36.62	Wolf	Nonrelated	SWASIA
MW171	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2013	29.51	34.92	Wolf	Nonrelated	SWASIA
MW172	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2013	32.84	35.81	Wolf	Nonrelated	SWASIA
MW174	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2015	32.642	35.519	Wolf	Nonrelated	SWASIA
MW175	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2016	31.201	35.353	Wolf	Nonrelated	SWASIA
MW176	3	SWASIA	Southwestern Asian	#3CAEA3	Israel	2017	31.153	35.364	Wolf	Nonrelated	SWASIA
MW376	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2011	40.19272	42.29462	Wolf	Nonrelated	SWASIA
MW378	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2013	40.192723	42.294624	Wolf	Nonrelated	SWASIA
MW379	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2013	40.276919	42.583303	Wolf	Nonrelated	SWASIA
MW381	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2013	40.277573	42.711946	Wolf	Nonrelated	SWASIA
MW383	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2013	40.192723	42.294624	Wolf	Nonrelated	SWASIA
MW385	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2020	40.311065	42.592634	Wolf	Nonrelated	SWASIA
MW386	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2014	40.192723	42.294624	Wolf	Nonrelated	SWASIA
MW387	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2017	40.192723	42.294624	Wolf	Nonrelated	SWASIA
MW388	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2018	40.271596	42.616514	Wolf	Nonrelated	SWASIA
MW389	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2020	40.192723	42.294624	Wolf	Nonrelated	SWASIA
MW390	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2017	40.265505	42.614991	Wolf	Nonrelated	SWASIA
MW391	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2017	40.271596	42.638596	Wolf	Nonrelated	SWASIA
MW393	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2018	40.270073	42.680474	Wolf	Nonrelated	SWASIA
MW394	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2018	40.28454	42.575397	Wolf	Nonrelated	SWASIA
MW395	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2018	40.243423	42.493924	Wolf	Nonrelated	SWASIA
MW396	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2019	40.277687	42.581488	Wolf	Nonrelated	SWASIA
MW397	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2019	40.245707	42.492401	Wolf	Nonrelated	SWASIA
MW398	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2019	40.244238	42.466792	Wolf	Nonrelated	SWASIA
MW399	3	SWASIA	Southwestern Asian	#3CAEA3	Turkey	2019	40.270616	42.626751	Wolf	Nonrelated	SWASIA
Saudi_wolf_B1	3	SWASIA	Southwestern Asian	#3CAEA3	Saudi	2020	23.9530695	46.2544796	Wolf	Nonrelated	SWASIA
Syrian_wolf	3	SWASIA	Southwestern Asian	#3CAEA3	Syria	2020	34.802075	38.996815	Wolf	Nonrelated	SWASIA
