ID	admixturegroup	newgroup	newgroupfull	colour	Location	age	Latitude	Longitude	Species	related	oldgroup
MW1109	2	EEL	Eastern European Lowlands	#0072B2	Belarus	2000	55.42	29.5	Wolf	Nonrelated	EEL
MW1147	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2000	54.89	25.4	Wolf	Nonrelated	EEL
MW1163	2	EEL	Eastern European Lowlands	#0072B2	Poland	1997	52.79	23.85	Wolf	Nonrelated	EEL
MW1175	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2001	50.83	27.17	Wolf	Nonrelated	EEL
MW1183	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2003	51.75	33.25	Wolf	Nonrelated	EEL
MW1184	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2005	48.13	39.8	Wolf	Nonrelated	EEL
MW297	2	EEL	Eastern European Lowlands	#0072B2	Poland	2019	50.5353	22.8904	Wolf	Nonrelated	EEL
MW367	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2014	54.65194	23.03515	Wolf	Nonrelated	EEL
MW368	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2014	54.65194	23.03515	Wolf	Nonrelated	EEL
MW369	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2014	54.65194	23.03515	Wolf	Nonrelated	EEL
MW374	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2014	54.63791	24.93468	Wolf	Nonrelated	EEL
MW694A	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	46.8333	35.2667	Wolf	Nonrelated	EEL
MW695A	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	48.4833	28.9	Wolf	Nonrelated	EEL
MW702A	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2011	50.9167	34.55	Wolf	Nonrelated	EEL
MW707A	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.5	32.25	Wolf	Nonrelated	EEL
MW722A	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2013	55.83883	24.98014	Wolf	Nonrelated	EEL
MW723A	2	EEL	Eastern European Lowlands	#0072B2	Lithuania	2013	55.16943	23.88127	Wolf	Nonrelated	EEL
MW800	2	EEL	Eastern European Lowlands	#0072B2	Latvia	2014	56.67453	22.00497	Wolf	Nonrelated	EEL
MW882	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2011	48.5736	39.3023	Wolf	Nonrelated	EEL
MW885	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2011	50.5301	30.4224	Wolf	Nonrelated	EEL
MW887	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2011	48.0112	37.7927	Wolf	Nonrelated	EEL
MW888	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2011	48.0112	37.7927	Wolf	Nonrelated	EEL
MW896	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	51.2333	31.4667	Wolf	Nonrelated	EEL
MW897	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	51.2333	31.4667	Wolf	Nonrelated	EEL
MW900	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.5	32.25	Wolf	Nonrelated	EEL
MW906	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	50.9167	34.55	Wolf	Nonrelated	EEL
MW907	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	48.4833	28.9	Wolf	Nonrelated	EEL
MW908	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	48.37943	31.16557	Wolf	Nonrelated	EEL
MW911	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	50.95	28.9333	Wolf	Nonrelated	EEL
MW912	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	50.95	28.9333	Wolf	Nonrelated	EEL
MW916	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.0333	30.8833	Wolf	Nonrelated	EEL
MW917	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.0333	30.8833	Wolf	Nonrelated	EEL
MW918	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.65	30.1	Wolf	Nonrelated	EEL
MW920	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.9167	30.1167	Wolf	Nonrelated	EEL
MW926	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	47.45	36.0833	Wolf	Nonrelated	EEL
MW929	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	48.45	39.1333	Wolf	Nonrelated	EEL
MW930	2	EEL	Eastern European Lowlands	#0072B2	Ukraine	2020	49.75	38.6333	Wolf	Nonrelated	EEL
Wang_GW3	2	EEL	Eastern European Lowlands	#0072B2	Russia	2020	53.2799469	34.2068799	Wolf	Nonrelated	EEL
MW057	9	ITA	Italian	#FFA8A9	Germany	2015	48.661604	9.350134	Wolf	Nonrelated	ITA
MW097	9	ITA	Italian	#FFA8A9	Germany	2018	52.636704	9.845077	Wolf	Nonrelated	ITA
MW298	9	ITA	Italian	#FFA8A9	Italy	2003	41.98833	13.06826	Wolf	Nonrelated	ITA
MW300	9	ITA	Italian	#FFA8A9	Italy	2007	42.05603	13.10448	Wolf	Nonrelated	ITA
MW301	9	ITA	Italian	#FFA8A9	Italy	2007	41.92571	13.23055	Wolf	Nonrelated	ITA
MW303	9	ITA	Italian	#FFA8A9	Italy	2010	41.98833	13.06826	Wolf	Nonrelated	ITA
MW304	9	ITA	Italian	#FFA8A9	Italy	2010	41.87194	12.56737	Wolf	Nonrelated	ITA
MW306	9	ITA	Italian	#FFA8A9	Italy	2011	41.98048	13.03602	Wolf	Nonrelated	ITA
MW308	9	ITA	Italian	#FFA8A9	Italy	2012	42.14003	12.10473	Wolf	Nonrelated	ITA
MW309	9	ITA	Italian	#FFA8A9	Italy	2012	42.1	12.86666	Wolf	Nonrelated	ITA
MW310	9	ITA	Italian	#FFA8A9	Italy	2020	41.8088	13.79008	Wolf	Nonrelated	ITA
MW451	6	EFIN	Eastern Finland	#6DA34D	Finland	1998	62.66788	30.93949	Wolf	Nonrelated	KAR1
D-05-18	5	KAR	Karelian	#643B80	Sweden	1975	69.6304287	29.6547394	Wolf	Nonrelated	KAR1
D-77-01	5	KAR	Karelian	#643B80	Sweden	1975	67.3349132	20.1703108	Wolf	Nonrelated	KAR1
D-79-01	5	KAR	Karelian	#643B80	Sweden	1975	67.7597268	21.648905	Wolf	Nonrelated	KAR1
M-02-15	5	KAR	Karelian	#643B80	Sweden	1975	67.4752128	18.4850953	Wolf	Nonrelated	KAR1
MW1000	5	KAR	Karelian	#643B80	Finland	1984	62.6734482	30.9116358	Wolf	Nonrelated	KAR1
MW1001	5	KAR	Karelian	#643B80	Finland	1984	62.6734482	30.9116358	Wolf	Nonrelated	KAR1
MW1003	5	KAR	Karelian	#643B80	Finland	1985	62.6734482	30.9116358	Wolf	Nonrelated	KAR1
MW1004	5	KAR	Karelian	#643B80	Finland	1985	62.2118357	30.3615205	Wolf	Nonrelated	KAR1
MW1016	5	KAR	Karelian	#643B80	Finland	1998	66.87593	28.95791	Wolf	Nonrelated	KAR1
MW1017	5	KAR	Karelian	#643B80	Finland	1999	66.76782	28.99474	Wolf	Nonrelated	KAR1
MW1019	5	KAR	Karelian	#643B80	Finland	2001	66.59099	29.13842	Wolf	Nonrelated	KAR1
MW1025	5	KAR	Karelian	#643B80	Finland	2008	66.6896	28.78461	Wolf	Nonrelated	KAR1
MW1028	5	KAR	Karelian	#643B80	Finland	2009	65.70976	29.90863	Wolf	Nonrelated	KAR1
MW1029	5	KAR	Karelian	#643B80	Finland	2009	66.84249	28.91923	Wolf	Nonrelated	KAR1
MW1032	5	KAR	Karelian	#643B80	Finland	2010	68.1648	28.33854	Wolf	Nonrelated	KAR1
MW1037	5	KAR	Karelian	#643B80	Finland	2011	69.0947	27.92322	Wolf	Nonrelated	KAR1
MW1042	5	KAR	Karelian	#643B80	Finland	2011	65.47214	29.72865	Wolf	Nonrelated	KAR1
MW1047	5	KAR	Karelian	#643B80	Finland	2012	64.5861	29.3431518	Wolf	Nonrelated	KAR1
MW1051	5	KAR	Karelian	#643B80	Finland	2013	68.4091766	28.3223679	Wolf	Nonrelated	KAR1
MW1054	5	KAR	Karelian	#643B80	Finland	2014	62.3756426	30.2513095	Wolf	Nonrelated	KAR1
MW348	5	KAR	Karelian	#643B80	Finland	2017	61.6748233	29.8212187	Wolf	Nonrelated	KAR1
MW359	5	KAR	Karelian	#643B80	Finland	2016	63.6762401	28.0423145	Wolf	Nonrelated	KAR1
MW403	5	KAR	Karelian	#643B80	Finland	1998	63.3185	30.02645	Wolf	Nonrelated	KAR1
MW404	5	KAR	Karelian	#643B80	Finland	1998	66.83265	28.67011	Wolf	Nonrelated	KAR1
MW406	5	KAR	Karelian	#643B80	Finland	1999	61.89182	29.82726	Wolf	Nonrelated	KAR1
MW415	5	KAR	Karelian	#643B80	Finland	2000	64.12874	29.52028	Wolf	Nonrelated	KAR1
MW422	5	KAR	Karelian	#643B80	Finland	2001	64.12874	29.52028	Wolf	Nonrelated	KAR1
MW433	5	KAR	Karelian	#643B80	Finland	2001	64.88411	28.91165	Wolf	Nonrelated	KAR1
MW442	5	KAR	Karelian	#643B80	Finland	1996	64.99809	25.69908	Wolf	Nonrelated	KAR1
MW457	5	KAR	Karelian	#643B80	Finland	1997	62.66788	30.93949	Wolf	Nonrelated	KAR1
MW464	5	KAR	Karelian	#643B80	Russia	1997	63.15587	32.99055	Wolf	Nonrelated	KAR1
MW466	5	KAR	Karelian	#643B80	Russia	1999	63.15587	32.99055	Wolf	Nonrelated	KAR1
MW472	5	KAR	Karelian	#643B80	Russia	1999	62.91318	34.46192	Wolf	Nonrelated	KAR1
MW474	5	KAR	Karelian	#643B80	Russia	1999	63.15587	32.99055	Wolf	Nonrelated	KAR1
MW476	5	KAR	Karelian	#643B80	Russia	1998	63.15587	32.99055	Wolf	Nonrelated	KAR1
MW478	5	KAR	Karelian	#643B80	Russia	1995	62.2062	34.26757	Wolf	Nonrelated	KAR1
MW482	5	KAR	Karelian	#643B80	Russia	2000	60.97868	32.97086	Wolf	Nonrelated	KAR1
MW483	5	KAR	Karelian	#643B80	Russia	2000	61.80423	36.52604	Wolf	Nonrelated	KAR1
MW484	5	KAR	Karelian	#643B80	Russia	2000	61.80423	36.52604	Wolf	Nonrelated	KAR1
MW485	5	KAR	Karelian	#643B80	Russia	2000	63.15587	32.99055	Wolf	Nonrelated	KAR1
MW490	5	KAR	Karelian	#643B80	Russia	1999	63.91905	38.08377	Wolf	Nonrelated	KAR1
MW495	5	KAR	Karelian	#643B80	Russia	1999	63.91905	38.08377	Wolf	Nonrelated	KAR1
MW504	5	KAR	Karelian	#643B80	Russia	2020	61.52401	40	Wolf	Nonrelated	KAR1
MW545	5	KAR	Karelian	#643B80	Russia	2018	62.665931	34.292776	Wolf	Nonrelated	KAR1
MW550	5	KAR	Karelian	#643B80	Russia	2018	61.419537	35.262143	Wolf	Nonrelated	KAR1
MW552	5	KAR	Karelian	#643B80	Russia	2018	61.419537	35.262143	Wolf	Nonrelated	KAR1
MW553	5	KAR	Karelian	#643B80	Russia	2018	61.419537	35.262143	Wolf	Nonrelated	KAR1
MW555	5	KAR	Karelian	#643B80	Russia	2018	62.45033	33.238877	Wolf	Nonrelated	KAR1
MW556	5	KAR	Karelian	#643B80	Russia	2018	62.295949	34.405013	Wolf	Nonrelated	KAR1
MW560	5	KAR	Karelian	#643B80	Russia	2017	62.486782	33.711679	Wolf	Nonrelated	KAR1
MW732A	5	KAR	Karelian	#643B80	Estonia	2014	58.9574	24.22799	Wolf	Nonrelated	KAR1
MW733A	5	KAR	Karelian	#643B80	Finland	2017	64.34331604	25.88144639	Wolf	Nonrelated	KAR1
MW734A	5	KAR	Karelian	#643B80	Finland	2016	65.10894048	29.63221293	Wolf	Nonrelated	KAR1
MW740A	5	KAR	Karelian	#643B80	Finland	2017	68.6402804	28.469675	Wolf	Nonrelated	KAR1
MW744A	5	KAR	Karelian	#643B80	Finland	2017	64.67183	29.07741	Wolf	Nonrelated	KAR1
MW747A	5	KAR	Karelian	#643B80	Finland	2011	67.69996	29.51117	Wolf	Nonrelated	KAR1
MW751A	5	KAR	Karelian	#643B80	Finland	2012	68.1428958	28.8980399	Wolf	Nonrelated	KAR1
MW759A	5	KAR	Karelian	#643B80	Finland	2015	63.58929683	29.53955399	Wolf	Nonrelated	KAR1
MW976	5	KAR	Karelian	#643B80	Finland	2016	66.1832798	28.250044	Wolf	Nonrelated	KAR1
MW981	5	KAR	Karelian	#643B80	Finland	2018	64.5970192	29.3901424	Wolf	Nonrelated	KAR1
MW986	5	KAR	Karelian	#643B80	Finland	2018	68.1120395	25.899859	Wolf	Nonrelated	KAR1
MW988	5	KAR	Karelian	#643B80	Finland	2019	63.1265554	30.0604154	Wolf	Nonrelated	KAR1
MW990	5	KAR	Karelian	#643B80	Finland	1982	66.8309713	28.6699331	Wolf	Nonrelated	KAR1
MW992	5	KAR	Karelian	#643B80	Finland	1983	62.6734482	30.9116358	Wolf	Nonrelated	KAR1
MW997	5	KAR	Karelian	#643B80	Finland	2017	65.5202578	29.7808303	Wolf	Nonrelated	KAR1
MW999	5	KAR	Karelian	#643B80	Finland	1984	62.2118357	30.3615205	Wolf	Nonrelated	KAR1
V113	5	KAR	Karelian	#643B80	Russia	2020	62.3659	34.215968	Wolf	Nonrelated	KAR1
V114	5	KAR	Karelian	#643B80	Russia	2020	61.843127	36.495927	Wolf	Nonrelated	KAR1
V115	5	KAR	Karelian	#643B80	Russia	2020	61.810496	36.219553	Wolf	Nonrelated	KAR1
V116	5	KAR	Karelian	#643B80	Russia	2020	61.662461	37.212984	Wolf	Nonrelated	KAR1
V117	5	KAR	Karelian	#643B80	Russia	2020	62.153229	36.696085	Wolf	Nonrelated	KAR1
V126	5	KAR	Karelian	#643B80	Russia	2020	64.260856	32.024328	Wolf	Nonrelated	KAR1
V132	5	KAR	Karelian	#643B80	Russia	2020	61.419537	35.262143	Wolf	Nonrelated	KAR1
V136	5	KAR	Karelian	#643B80	Russia	2020	62.295949	34.405013	Wolf	Nonrelated	KAR1
V143	5	KAR	Karelian	#643B80	Russia	2020	62.57127	33.978121	Wolf	Nonrelated	KAR1
W63	5	KAR	Karelian	#643B80	Finland	2020	64.19328	28.69488	Wolf	Nonrelated	KAR1
W71	5	KAR	Karelian	#643B80	Finland	2010	65.43394	28.07916	Wolf	Nonrelated	KAR1
W77	5	KAR	Karelian	#643B80	Finland	2017	67.66502	28.50351	Wolf	Nonrelated	KAR1
W79	5	KAR	Karelian	#643B80	Finland	2013	68.05804	29.20357	Wolf	Nonrelated	KAR1
W80	5	KAR	Karelian	#643B80	Finland	2014	67.7943	29.50003	Wolf	Nonrelated	KAR1
W82	5	KAR	Karelian	#643B80	Finland	2014	67.31318	29.3362	Wolf	Nonrelated	KAR1
W86	5	KAR	Karelian	#643B80	Finland	2015	68.64109	28.55907	Wolf	Nonrelated	KAR1
G82-10	6	EFIN	Eastern Finland	#6DA34D	Sweden	1981	62.2513002	14.301979	Wolf	Nonrelated	KAR2
M-07-02	6	EFIN	Eastern Finland	#6DA34D	Sweden	1975	66.5816236	22.8987731	Wolf	Nonrelated	KAR2
MW1013	6	EFIN	Eastern Finland	#6DA34D	Finland	2003	62.6734482	30.9116358	Wolf	Nonrelated	KAR2
MW1015	6	EFIN	Eastern Finland	#6DA34D	Finland	2008	62.2118357	30.3615205	Wolf	Nonrelated	KAR2
MW1022	6	EFIN	Eastern Finland	#6DA34D	Finland	2006	65.75718	26.91114	Wolf	Nonrelated	KAR2
MW1026	6	EFIN	Eastern Finland	#6DA34D	Finland	2008	64.69315	29.83221	Wolf	Nonrelated	KAR2
MW1036	6	EFIN	Eastern Finland	#6DA34D	Finland	2011	65.97496	25.75565	Wolf	Nonrelated	KAR2
MW1039	6	EFIN	Eastern Finland	#6DA34D	Finland	2011	65.14826	29.71752	Wolf	Nonrelated	KAR2
MW1046	6	EFIN	Eastern Finland	#6DA34D	Finland	2012	65.6554	29.81049	Wolf	Nonrelated	KAR2
MW1059	6	EFIN	Eastern Finland	#6DA34D	Finland	2016	64.187481	26.8876367	Wolf	Nonrelated	KAR2
MW313	6	EFIN	Eastern Finland	#6DA34D	Finland	2012	63.743086	27.001454	Wolf	Nonrelated	KAR2
MW315	6	EFIN	Eastern Finland	#6DA34D	Finland	2004	61.4495643	29.4624741	Wolf	Nonrelated	KAR2
MW316	6	EFIN	Eastern Finland	#6DA34D	Finland	2004	62.1754058	28.8588172	Wolf	Nonrelated	KAR2
MW318	6	EFIN	Eastern Finland	#6DA34D	Finland	2005	61.783573	28.1717304	Wolf	Nonrelated	KAR2
MW320	6	EFIN	Eastern Finland	#6DA34D	Finland	2009	63.9490052	26.8489407	Wolf	Nonrelated	KAR2
MW326	6	EFIN	Eastern Finland	#6DA34D	Finland	2010	61.8357354	27.6200198	Wolf	Nonrelated	KAR2
MW330	6	EFIN	Eastern Finland	#6DA34D	Finland	2012	63.8891879	26.3127715	Wolf	Nonrelated	KAR2
MW358	6	EFIN	Eastern Finland	#6DA34D	Finland	1998	66.9168193	28.9154748	Wolf	Nonrelated	KAR2
MW360	6	EFIN	Eastern Finland	#6DA34D	Finland	2015	63.5351203	28.0113483	Wolf	Nonrelated	KAR2
MW362	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	62.9034028	28.5115117	Wolf	Nonrelated	KAR2
MW363	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	63.8166336	27.3537502	Wolf	Nonrelated	KAR2
MW400	6	EFIN	Eastern Finland	#6DA34D	Finland	1998	62.66788	30.93949	Wolf	Nonrelated	KAR2
MW402	6	EFIN	Eastern Finland	#6DA34D	Finland	1998	62.66788	30.93949	Wolf	Nonrelated	KAR2
MW409	6	EFIN	Eastern Finland	#6DA34D	Finland	1999	61.55018	29.5024	Wolf	Nonrelated	KAR2
MW412	6	EFIN	Eastern Finland	#6DA34D	Finland	1998	61.74291	26.11372	Wolf	Nonrelated	KAR2
MW413	6	EFIN	Eastern Finland	#6DA34D	Finland	1999	61.28629	28.82751	Wolf	Nonrelated	KAR2
MW414	6	EFIN	Eastern Finland	#6DA34D	Finland	2000	62.66788	30.93949	Wolf	Nonrelated	KAR2
MW416	6	EFIN	Eastern Finland	#6DA34D	Finland	2000	64.12874	29.52028	Wolf	Nonrelated	KAR2
MW421	6	EFIN	Eastern Finland	#6DA34D	Finland	2000	68.9062	27.02775	Wolf	Nonrelated	KAR2
MW434	6	EFIN	Eastern Finland	#6DA34D	Finland	2001	61.55018	29.5024	Wolf	Nonrelated	KAR2
MW736A	6	EFIN	Eastern Finland	#6DA34D	Finland	2016	65.43899846	29.7293022	Wolf	Nonrelated	KAR2
MW737A	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	66.05745121	29.80523093	Wolf	Nonrelated	KAR2
MW738A	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	64.17906905	30.01867883	Wolf	Nonrelated	KAR2
MW739A	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	62.258787	30.2493156	Wolf	Nonrelated	KAR2
MW743A	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	64.1790691	30.0186788	Wolf	Nonrelated	KAR2
MW748A	6	EFIN	Eastern Finland	#6DA34D	Finland	2011	64.67183	29.07741	Wolf	Nonrelated	KAR2
MW749A	6	EFIN	Eastern Finland	#6DA34D	Finland	2012	64.9483908	28.29541121	Wolf	Nonrelated	KAR2
MW753A	6	EFIN	Eastern Finland	#6DA34D	Finland	2013	64.30203085	29.89646548	Wolf	Nonrelated	KAR2
MW755A	6	EFIN	Eastern Finland	#6DA34D	Finland	2015	63.9863282	25.7203108	Wolf	Nonrelated	KAR2
MW758A	6	EFIN	Eastern Finland	#6DA34D	Finland	2016	63.89533153	28.19380148	Wolf	Nonrelated	KAR2
MW761A	6	EFIN	Eastern Finland	#6DA34D	Finland	2015	63.97505089	27.24177132	Wolf	Nonrelated	KAR2
MW763A	6	EFIN	Eastern Finland	#6DA34D	Finland	2016	63.8239611	26.734501	Wolf	Nonrelated	KAR2
MW770A	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	60.9200038	24.0787996	Wolf	Nonrelated	KAR2
MW974	6	EFIN	Eastern Finland	#6DA34D	Finland	2016	64.6777454	29.7761469	Wolf	Nonrelated	KAR2
MW983	6	EFIN	Eastern Finland	#6DA34D	Finland	2018	68.7514441	28.4500799	Wolf	Nonrelated	KAR2
MW984	6	EFIN	Eastern Finland	#6DA34D	Finland	2018	65.6989764	27.64602	Wolf	Nonrelated	KAR2
MW991	6	EFIN	Eastern Finland	#6DA34D	Finland	1982	62.2118357	30.3615205	Wolf	Nonrelated	KAR2
V119	6	EFIN	Eastern Finland	#6DA34D	Russia	2020	62.92906	34.482034	Wolf	Nonrelated	KAR2
W12	6	EFIN	Eastern Finland	#6DA34D	Finland	2001	64.35293	30.02992	Wolf	Nonrelated	KAR2
W27	6	EFIN	Eastern Finland	#6DA34D	Finland	2020	64.21971	30.16259	Wolf	Nonrelated	KAR2
W4	6	EFIN	Eastern Finland	#6DA34D	Finland	2020	64.18218	29.90971	Wolf	Nonrelated	KAR2
W49	6	EFIN	Eastern Finland	#6DA34D	Finland	1999	62.0982	30.50865	Wolf	Nonrelated	KAR2
W69	6	EFIN	Eastern Finland	#6DA34D	Finland	2020	64.388	25.56817	Wolf	Nonrelated	KAR2
W78	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	67.61319	28.82885	Wolf	Nonrelated	KAR2
W98	6	EFIN	Eastern Finland	#6DA34D	Finland	2017	68.04907	28.48055	Wolf	Nonrelated	KAR2
AW086	12	WFIN	Western Finland	#B8D8D8	Norway	2009	64.246503	12.38226	Wolf	Nonrelated	KAR3
G100-14	12	WFIN	Western Finland	#B8D8D8	Sweden	2010.5	60.1282	18.6435	Wolf	Nonrelated	KAR3
MW023	12	WFIN	Western Finland	#B8D8D8	Lithuania	2009	56.153484	25.194591	Wolf	Nonrelated	KAR3
MW1031	12	WFIN	Western Finland	#B8D8D8	Finland	2010	67.67033	29.6659	Wolf	Nonrelated	KAR3
MW1038	12	WFIN	Western Finland	#B8D8D8	Finland	2011	64.26391	30.40289	Wolf	Nonrelated	KAR3
MW314	12	WFIN	Western Finland	#B8D8D8	Finland	2004	62.0788776	21.6252135	Wolf	Nonrelated	KAR3
MW317	12	WFIN	Western Finland	#B8D8D8	Finland	2004	60.7363744	28.0417279	Wolf	Nonrelated	KAR3
MW319	12	WFIN	Western Finland	#B8D8D8	Finland	2008	60.9031523	21.93624	Wolf	Nonrelated	KAR3
MW322	12	WFIN	Western Finland	#B8D8D8	Finland	2010	63.671639	27.522087	Wolf	Nonrelated	KAR3
MW323	12	WFIN	Western Finland	#B8D8D8	Finland	2010	63.084089	23.366698	Wolf	Nonrelated	KAR3
MW325	12	WFIN	Western Finland	#B8D8D8	Finland	2010	62.2620173	24.0421082	Wolf	Nonrelated	KAR3
MW331	12	WFIN	Western Finland	#B8D8D8	Finland	2012	61.7670342	24.3282483	Wolf	Nonrelated	KAR3
MW343	12	WFIN	Western Finland	#B8D8D8	Finland	2015	61.0849944	22.5615337	Wolf	Nonrelated	KAR3
MW344	12	WFIN	Western Finland	#B8D8D8	Finland	2016	60.8118365	22.5851296	Wolf	Nonrelated	KAR3
MW345	12	WFIN	Western Finland	#B8D8D8	Finland	2016	60.151865	23.3965385	Wolf	Nonrelated	KAR3
MW346	12	WFIN	Western Finland	#B8D8D8	Finland	2016	60.7720311	22.4387799	Wolf	Nonrelated	KAR3
MW350	12	WFIN	Western Finland	#B8D8D8	Finland	2016	61.0078654	28.4609596	Wolf	Nonrelated	KAR3
MW356	12	WFIN	Western Finland	#B8D8D8	Finland	2015	63.5876671	24.5905758	Wolf	Nonrelated	KAR3
MW357	12	WFIN	Western Finland	#B8D8D8	Finland	2014	63.3886446	24.5931381	Wolf	Nonrelated	KAR3
MW407	12	WFIN	Western Finland	#B8D8D8	Finland	1999	62.66788	30.93949	Wolf	Nonrelated	KAR3
MW453	12	WFIN	Western Finland	#B8D8D8	Finland	1997	62.66788	30.93949	Wolf	Nonrelated	KAR3
MW973	12	WFIN	Western Finland	#B8D8D8	Finland	2018	62.4359465	22.4217054	Wolf	Nonrelated	KAR3
MW977	12	WFIN	Western Finland	#B8D8D8	Finland	2017	64.0289819	24.3745799	Wolf	Nonrelated	KAR3
MW978	12	WFIN	Western Finland	#B8D8D8	Finland	2017	63.9921851	24.4585624	Wolf	Nonrelated	KAR3
MW980	12	WFIN	Western Finland	#B8D8D8	Finland	2017	63.6936051	22.8799924	Wolf	Nonrelated	KAR3
MW982	12	WFIN	Western Finland	#B8D8D8	Finland	2018	68.7714791	28.7307936	Wolf	Nonrelated	KAR3
MW987	12	WFIN	Western Finland	#B8D8D8	Finland	2019	66.8920486	28.8500604	Wolf	Nonrelated	KAR3
MW019	13	NBAL	Northern Baltic	#26532B	Lithuania	2009	55.058071	25.070977	Wolf	Nonrelated	NBAL
MW1107	13	NBAL	Northern Baltic	#26532B	Belarus	2000	55.67	29	Wolf	Nonrelated	NBAL
MW1110	13	NBAL	Northern Baltic	#26532B	Belarus	2002	51.65	27.5	Wolf	Nonrelated	NBAL
MW1141	13	NBAL	Northern Baltic	#26532B	Latvia	1999	57.25	26.5	Wolf	Nonrelated	NBAL
MW1142	13	NBAL	Northern Baltic	#26532B	Latvia	1999	56.53	26.97	Wolf	Nonrelated	NBAL
MW1150	13	NBAL	Northern Baltic	#26532B	Latvia	2008	57.27	27.12	Wolf	Nonrelated	NBAL
MW715A	13	NBAL	Northern Baltic	#26532B	Latvia	2015	57.08066	27.12569	Wolf	Nonrelated	NBAL
MW716A	13	NBAL	Northern Baltic	#26532B	Latvia	2016	56.79746	27.7513	Wolf	Nonrelated	NBAL
MW717A	13	NBAL	Northern Baltic	#26532B	Latvia	2013	57.4337	26.59737	Wolf	Nonrelated	NBAL
MW720A	13	NBAL	Northern Baltic	#26532B	Latvia	2012	56.63119	24.75658	Wolf	Nonrelated	NBAL
MW721A	13	NBAL	Northern Baltic	#26532B	Lithuania	2013	55.0431	24.95698	Wolf	Nonrelated	NBAL
MW725A	13	NBAL	Northern Baltic	#26532B	Estonia	2013	59.19153	26.20508	Wolf	Nonrelated	NBAL
MW726A	13	NBAL	Northern Baltic	#26532B	Estonia	2011	59.31418	26.37123	Wolf	Nonrelated	NBAL
MW727A	13	NBAL	Northern Baltic	#26532B	Estonia	2012	58.21048	27.25667	Wolf	Nonrelated	NBAL
MW728A	13	NBAL	Northern Baltic	#26532B	Estonia	2013	59.12216	25.02187	Wolf	Nonrelated	NBAL
MW729A	13	NBAL	Northern Baltic	#26532B	Estonia	2012	58.68466	26.58329	Wolf	Nonrelated	NBAL
MW730A	13	NBAL	Northern Baltic	#26532B	Estonia	2014	58.5792	25.18318	Wolf	Nonrelated	NBAL
MW731A	13	NBAL	Northern Baltic	#26532B	Estonia	2015	58.6001	27.13331	Wolf	Nonrelated	NBAL
MW789	13	NBAL	Northern Baltic	#26532B	Latvia	2014	57.86075	24.97655	Wolf	Nonrelated	NBAL
MW791	13	NBAL	Northern Baltic	#26532B	Latvia	2015	56.86696	25.87458	Wolf	Nonrelated	NBAL
MW792	13	NBAL	Northern Baltic	#26532B	Latvia	2011	56.58834	26.68068	Wolf	Nonrelated	NBAL
MW793	13	NBAL	Northern Baltic	#26532B	Latvia	2016	56.66865	26.56162	Wolf	Nonrelated	NBAL
MW797	13	NBAL	Northern Baltic	#26532B	Latvia	2015	56.71255	26.4029	Wolf	Nonrelated	NBAL
MW803	13	NBAL	Northern Baltic	#26532B	Latvia	2015	57.76941	24.53916	Wolf	Nonrelated	NBAL
