ID	Location	Latitude	Longitude	Species	Captive	newgroup	colour	unrelated	refpanel	dups	hybrids	related	grouping	newgroup2
MW806	Latvia	57.70238	24.7483	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW809	Latvia	57.60859	24.60747	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW810	Latvia	57.4668	26.23402	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW816	Latvia	57.09259	25.46923	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW818	Latvia	57.29179	27.10834	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW819	Latvia	57.76245	24.88793	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW821	Latvia	56.5501	26.92296	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW823	Latvia	57.49908	27.00554	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW824	Latvia	56.99705	26.43065	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW826	Estonia	58.0639	24.77399	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW828	Estonia	58.60342	26.21017	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW830	Estonia	59.45635	26.00972	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW833	Estonia	59.18324	25.46497	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW834	Estonia	58.98892	26.24269	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW835	Estonia	58.3316	22.25549	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW836	Estonia	58.10514	26.13706	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW839	Estonia	58.13212	26.81311	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW840	Estonia	58.70525	22.59625	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW841	Estonia	58.80506	25.42214	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW842	Estonia	58.98892	26.24269	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW843	Estonia	58.98892	26.24269	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW844	Estonia	58.3617	26.89136	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW846	Estonia	58.14976	25.045	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW848	Estonia	58.73477	25.78077	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW850	Estonia	58.9574	24.22799	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW852	Estonia	57.60886	26.83421	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW853	Estonia	57.7321	27.28346	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW854	Estonia	58.92395	22.59194	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW855	Estonia	57.60104	27.22926	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW856	Estonia	58.25495	22.49189	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW857	Estonia	58.25495	22.49189	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW858	Estonia	58.55935	23.08216	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW859	Estonia	58.81528	26.28567	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW862	Estonia	57.92663	27.33287	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW865	Estonia	59.19631	25.54195	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW867	Estonia	59.36186	27.18939	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
CVA554	Spain	41.25967	-3.54604	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA556	Spain	42.88575	-4.5735	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA558	Spain	42.13998	-4.47934	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA560	Spain	42.03561	-6.85479	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA562	Spain	41.58405	-5.33771	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA564	Spain	42.31441	-5.30196	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA566	Spain	42.34044	-4.8335	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA568	Spain	41.88012	-6.01801	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA570	Spain	41.85661	-6.18005	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA600	Spain	41.22896	-5.66163	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA605	Spain	40.78776	-4.16916	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
CVA609	Spain	41.21062	-5.68397	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
IberianWolf	Portugal	39.9198068	-6.2136645	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7481	Spain	41.20003	-2.94315	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7484	Spain	43.22399	-3.36416	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7487	Spain	41.41645	-5.87794	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7489	Spain	43.09308	-3.42864	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7490	Spain	43.08548	-8.40651	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7494	Spain	42.08268	-7.83377	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7496	Spain	43.01228	-7.5565	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7497	Spain	42.87449	-7.86847	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7562	Spain	40.98653	-6.79625	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7587	Spain	42.10941	-4.63857	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7599	Spain	43.20649	-4.28751	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7601	Spain	43.03226	-4.01689	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7604	Spain	43.35659	-6.61706	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7605	Spain	43.14041	-5.61106	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7609	Spain	43.14942	-5.25492	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7613	Spain	41.97658	-3.06555	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
JAL7617	Spain	41.99298	-8.40548	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW109_merged	Spain	42.57505	-8.13385	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW113_merged	Spain	43.36139	-5.85932	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW117_merged	Spain	42.57505	-8.13385	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW119_merged	Portugal	41.80611	-6.75673	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW121_merged	Spain	42.57505	-8.13385	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW122_merged	Spain	42.57505	-8.13385	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW123_merged	Spain	42.57505	-8.13385	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW124_merged	Spain	43.36139	-5.85932	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW126_merged	Spain	41.83568	-4.39763	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW127_merged	Spain	41.83568	-4.39763	Canis lupus	wild	NWIB	#2B3A68	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NWIB
MW012	Lithuania	55.70708	22.310879	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW013	Lithuania	55.963611	22.714514	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW014	Lithuania	55.776516	23.301206	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW015	Lithuania	54.054096	24.528943	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW017	Lithuania	54.426991	23.840195	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW018	Lithuania	56.142613	21.350396	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW020	Lithuania	56.152023	23.224096	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW022	Lithuania	56.213542	24.925611	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW026	Lithuania	54.98302	24.689207	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW027	Lithuania	54.97959	24.739058	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW028	Lithuania	55.780094	25.007696	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW029	Lithuania	54.960751	24.372238	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW031	Lithuania	55.370458	22.608719	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW033	Lithuania	54.844232	23.566109	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW036	Lithuania	55.206593	22.58431	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW040	Lithuania	53.996045	23.803762	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW041	Lithuania	54.451083	23.549764	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW042	Lithuania	55.029921	25.206769	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1101	Belarus	52.86	24.14	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1102	Belarus	52.94	24.06	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1103	Belarus	52.58	23.85	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1106	Belarus	55.67	30.5	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1108	Belarus	54.3	29.67	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1143	Latvia	56.45	23.04	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1144	Latvia	56.97	21.52	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1145	Latvia	56.97	21.52	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1146	Latvia	57.36	25.92	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1147	Lithuania	54.89	25.4	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1149	Latvia	56.97	23.44	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1152	Latvia	57.16	22.55	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1163	Poland	52.79	23.85	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW1175	Ukraine	50.83	27.17	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW297	Poland	50.5353	22.8904	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW366	Lithuania	54.85886	24.42779	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW367	Lithuania	54.65194	23.03515	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW368	Lithuania	54.65194	23.03515	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW369	Lithuania	54.65194	23.03515	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW370	Lithuania	56.2455	22.74711	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW372	Lithuania	55.91078	21.8454	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW373	Lithuania	55.33468	26.16591	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW695A	Ukraine	48.4833	28.9	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW707A	Ukraine	47.5	32.25	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW713A	Latvia	56.16369	21.15948	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW714A	Latvia	56.71573	21.6053	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW715A	Latvia	57.08066	27.12569	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW719A	Latvia	57.06998	22.24288	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW722A	Lithuania	55.83883	24.98014	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW724A	Lithuania	55.16943	23.88127	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW784	Latvia	56.54676	22.62796	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW785	Latvia	56.31339	26.51155	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW786	Latvia	56.60623	24.52218	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW787	Latvia	56.3113	25.50704	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW788	Latvia	57.50763	22.35196	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW790	Latvia	56.90309	22.81014	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW795	Latvia	56.45032	26.2288	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW796	Latvia	57.54032	24.71344	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW798	Latvia	57.22462	21.67758	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW799	Latvia	57.05759	22.49862	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW800	Latvia	56.67453	22.00497	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW801	Latvia	56.59535	24.19895	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW802	Latvia	57.03406	22.78018	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW804	Latvia	57.33077	23.10214	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW808	Latvia	57.32734	27.53034	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW812	Latvia	57.51502	22.02315	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW813	Latvia	56.84919	22.71962	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW814	Latvia	57.50484	27.19197	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW815	Latvia	56.3136	24.4405	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW820	Latvia	56.44887	21.57967	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW822	Latvia	56.88665	21.19518	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW825	Latvia	56.55936	25.63925	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW885	Ukraine	50.5301	30.4224	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW888	Ukraine	48.0112	37.7927	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW896	Ukraine	51.2333	31.4667	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW900	Ukraine	47.5	32.25	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW910	Ukraine	48.37943	31.16557	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW912	Ukraine	50.95	28.9333	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
MW914	Ukraine	50.95	28.9333	Canis lupus	wild	SBAL	#F58A07	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SBAL
AW033_merge	Norway	62.293914	10.967767	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
AW098_merged	Norway	61.891637	11.316031	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
AW108_merged	Norway	61.603813	10.776709	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-05-23	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-06-14	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-06-16	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-07-09	Sweden	60.201993	14.1897029	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-07-17	Sweden	60.8159705	13.548185	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-07-24	Norway	60.9971681	11.3752095	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-08-08	Sweden	60.3083792	14.9471122	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-08-19	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-08-20	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-08-21	Sweden	59.6799085	16.0181417	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-10-23	Sweden	60.7258396	14.8041358	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-10-30	Sweden	61.034411	16.0361435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-10-44	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-10-50	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-11-58	Sweden	58.8475349	11.6791043	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-84-03	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-89-01	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-89-03	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-91-01	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-92-05	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-92-06	Norway	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-93-01	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
D-93-02	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G100-12	Sweden	62.2924088	14.4517582	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G106-13	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G110-11	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G126-13	Sweden	62.0913261	13.0278821	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
